canonical_person_id,canonical_full_name,canonical_national_id,canonical_phone,canonical_email,canonical_dob,canonical_gender,canonical_county,canonical_sub_county,canonical_ward,canonical_address
159,Jacqueline Jacqueline Jebet,91339562,073107482,jacqueline.jebet@gmail.com,1967-05-19,Male,Mombasa,Jomvu,Mikindani,"Plot 34, Lane 3, Kikuyu"
160,Anna Haggai Masinde,72624210,077479030,anna.masinde@yahoo.com,2002-01-09,Female,Trans Nzoia,Cherangany,Motosi,"Plot 201, Lane 3, Mugumo"
161,Kaimenyi Ombati Simiyu,55741665,070961545,kaimenyi.simiyu@gmail.com,1997-10-20,Female,Kakamega,Mumias East,East Wanga,"House 44, Juja Road, Ruiru"
162,Naliaka Ngeno,41287760,079925727,naliaka.ngeno@yahoo.com,2004-07-20,Female,Uasin Gishu,Moiben,Tembelio,"Plot 169, Lane 4, Thika Superhighway"
163,Chepkorir Kiprop,78870570,010891018,chepkorir.kiprop@gmail.com,1979-03-05,Male,Mombasa,Likoni,Bofu,"Plot 5, Lane 5, Lenana"
164,Jane Janet Kipchirchir,15662934,077330063,jane.kipchirchir@hotmail.com,1984-08-20,Female,Kiambu,Limuru,Ndeiya,"Plot 205, Lane 1, Karen"
165,Mutua Okello,33392072,075988704,mutua.okello@yahoo.com,1985-05-04,Female,Nairobi,Kasarani,Mwiki,"House 174, Tom Mboya Avenue, Ruiru"
166,Onsongo Karanja,88829544,073995940,onsongo.karanja@yahoo.com,1965-01-21,Female,Bungoma,Kabuchai,Mukuyuni,"Plot 402, Lane 20, Parklands"
167,Jonathan Kenei,88380820,010138382,jonathan.kenei@gmail.com,1967-04-13,Female,Kiambu,Limuru,Limuru East,"Plot 131, Lane 5, Lenana"
168,Mark Moraa Gichuru,45651567,010179574,mark.gichuru@gmail.com,2002-09-18,Female,Machakos,Matungulu,Matungulu East,"Plot 61, Lane 2, Kileleshwa"
169,Aaron Mitei,30036175,076338633,aaron.mitei@gmail.com,1972-09-19,Male,Bungoma,Kimilili,Kamukuywa,"House 161, Ngong Road Drive, Parklands"
170,Silas Kimani Kiprotich,86178952,011133773,silas.kiprotich@hotmail.com,2003-06-19,Female,Uasin Gishu,Kapseret,Langas,"Plot 201, Lane 13, Karen"
171,Mwania Ndegwa,61793831,074315893,mwania.ndegwa@gmail.com,1962-01-12,Male,Mombasa,Jomvu,Miritini,"House 81, Likoni Street, River Road"
172,Njoroge Lois Kihika,91181404,011358830,njoroge.kihika@yahoo.com,1991-08-15,Male,Kisumu,Muhoroni,Muhoroni/Koru,"House 178, Mombasa Road Avenue, Athi River"
173,Silas Nasimiyu,18958209,011861830,silas.nasimiyu@outlook.com,1991-09-04,Female,Turkana,Turkana North,Kaeris,"Plot 210, Lane 9, Kiambu Road"
174,Isaac Oduya Onsongo,83608832,010354063,isaac.onsongo@outlook.com,1982-05-27,Female,Kiambu,Kikuyu,Kinoo,"Plot 151, Lane 13, Kikuyu"
175,Victor Kinyua,16531664,011495727,victor.kinyua@outlook.com,1963-04-07,Female,Nairobi,Lang'ata,Karen,"Plot 421, Lane 3, Ngong Road"
176,Syokau Mwikali Gichuki,12012537,076785761,syokau.gichuki@gmail.com,1983-02-22,Male,Kilifi,Malindi,Shella,"House 35, Lenana Drive, Lavington"
177,Lilian Allan Ndegwa,61321020,078771709,lilian.ndegwa@outlook.com,1987-01-08,Female,Nairobi,Westlands,Kangemi,"Plot 388, Lane 3, Uhuru"
178,Kinyua Muriuki,65686049,010952188,kinyua.muriuki@gmail.com,2004-06-11,Female,Kiambu,Lari,Kinale,"House 312, Moi Avenue Avenue, Langata"
179,Alice Kipsang Barasa,36512868,073544613,alice.barasa@gmail.com,1985-08-21,Male,Kiambu,Kikuyu,Sigona,"Plot 204, Lane 16, Lenana"
180,Nokun Lilian Ndunge,19655576,075243294,nokun.ndunge@outlook.com,2001-01-01,Female,Nyeri,Nyeri Town,Kiganjo/Mathari,"Plot 474, Lane 13, River Road"
181,Leah Kevin Mohamed,66913730,011358779,leah.mohamed@gmail.com,2004-11-23,Female,Machakos,Kangundo,Kangundo Central,"Plot 349, Lane 8, Athi River"
182,Judith Osebe,21928391,071767083,judith.osebe@yahoo.com,1987-05-24,Female,Kiambu,Kabete,Kabete,"House 87, Waiyaki Road, Mugumo"
183,Muema Mwende Owuor,35754346,074528649,muema.owuor@gmail.com,1953-11-06,Female,Nairobi,Westlands,Mountain View,"Plot 33, Lane 19, Jogoo"
184,Peace Christopher Keter,56047075,075956526,peace.keter@gmail.com,1982-10-02,Female,Turkana,Turkana Central,Kerio Delta,"House 446, Mugumo Street, Athi River"
185,Faith Beatrice Baya,63709262,011742349,faith.baya@outlook.com,2001-08-22,Male,Nyeri,Tetu,Dedan Kimathi,"Plot 311, Lane 5, Mombasa Road"
186,Florence David Athman,61471131,011393976,florence.athman@gmail.com,1988-11-04,Male,Machakos,Yatta,Ikombe,"Plot 447, Lane 19, Ngong Road"
187,Masinde Mercy Lenguro,61028923,079872714,masinde.lenguro@gmail.com,1999-07-14,Male,Nakuru,Kuresoi North,Nyota,"Plot 55, Lane 18, Langata"
188,Mutinda Martha Mogaka,17893691,011449327,mutinda.mogaka@gmail.com,1991-04-23,Female,Meru,Igembe North,Naathu,"House 418, River Road Street, Waiyaki"
189,Peter Osebe,17264306,011418844,peter.osebe@gmail.com,1988-12-16,Male,Nakuru,Bahati,Kabatini,"House 377, Karen Avenue, Ngong"
190,Eunice Kebaso Wafula,63236763,077417393,eunice.wafula@yahoo.com,1976-07-25,Male,Machakos,Matungulu,Tala,"House 141, Athi River Drive, Tom Mboya"
191,Florence Kiprotich,23346779,075166582,florence.kiprotich@outlook.com,1972-07-27,Female,Meru,Buuri,Kibirichia,"Plot 251, Lane 19, Thika Superhighway"
192,Waithera Kagwe,77934076,074481219,waithera.kagwe@hotmail.com,2004-11-01,Female,Kiambu,Kiambu,Riabai,"Plot 72, Lane 11, Juja"
193,Chepkorir Musalia,19980384,078367352,chepkorir.musalia@gmail.com,1965-08-03,Female,Bomet,Bomet Central,Ndarawetta,"House 37, Kasarani Avenue, Karen"
194,Hope Joy Kenei,46675397,072936865,hope.kenei@gmail.com,2004-04-13,Male,Bomet,Sotik,Kipsonoi,"House 302, Thika Superhighway Drive, Waiyaki"
195,Kanana Kariuki,30869686,010232506,kanana.kariuki@gmail.com,1971-12-21,Male,Turkana,Turkana East,Katilia,"Plot 94, Lane 12, Athi River"
196,Kipsang Mworoa Senteu,84378065,077947613,kipsang.senteu@hotmail.com,1964-09-24,Male,Nairobi,Lang'ata,Nyayo Highrise,"Plot 208, Lane 7, Ruiru"
197,Amos Wamalwa Chepkirui,55360034,010361897,amos.chepkirui@outlook.com,1990-05-10,Female,Mombasa,Kisauni,Bamburi,"House 112, Mugumo Road, River Road"
198,Nafula Aoko Mwania,81014138,078261177,nafula.mwania@gmail.com,1950-11-09,Male,Kiambu,Limuru,Ndeiya,"House 220, Waiyaki Avenue, Lenana"
199,Muthoni Ochieng,74329883,010378711,muthoni.ochieng@gmail.com,1981-11-23,Female,Nairobi,Lang'ata,Nyayo Highrise,"House 57, Tom Mboya Road, Thika"
200,Mogaka Habakkuk Ngeno,35079956,073394795,mogaka.ngeno@outlook.com,2004-04-22,Female,Kilifi,Kilifi South,Chasimba,"Plot 313, Lane 19, Outering"
201,Kwamboka Isaiah Okello,18234220,078547818,kwamboka.okello@yahoo.com,1982-05-12,Female,Meru,Tigania West,Kianjai,"Plot 21, Lane 11, Kikuyu"
202,Rebecca Wadada,89042306,078734088,rebecca.wadada@gmail.com,1966-07-03,Female,Nyeri,Kieni,Thegu,"House 301, Ruiru Street, Lavington"
203,Stephen Khaemba Jepkoech,68535809,071606274,stephen.jepkoech@gmail.com,1969-01-06,Female,Uasin Gishu,Kesses,Cheptiret/Kipchamo,"Plot 290, Lane 7, Lavington"
204,Micah Omar,44740194,074993884,micah.omar@gmail.com,1976-03-08,Female,Nairobi,Dagoretti North,Gatina,"Plot 453, Lane 5, Kiambu"
205,Atieno Korir,57712141,073865960,atieno.korir@hotmail.com,2004-09-22,Female,Turkana,Turkana South,Kapedo/Napeitom,"House 446, Tom Mboya Street, Kenyatta"
206,Mulwa Joel Okoth,34213769,010395744,mulwa.okoth@gmail.com,1989-07-22,Female,Uasin Gishu,Soy,Kapkures,"Plot 126, Lane 13, Uhuru"
207,Nyambura Ndunda,24272571,078871889,nyambura.ndunda@outlook.com,1955-03-16,Male,Bungoma,Kimilili,Kimilili,"Plot 246, Lane 2, Ngong Road"
208,Jepkoech Cherono,40317689,010503433,jepkoech.cherono@yahoo.com,1994-08-06,Female,Turkana,Turkana West,Kakuma,"House 40, Mombasa Road Road, Argwings Kodhek"
209,Muthuri Salim,10292428,072915565,muthuri.salim@yahoo.com,1984-12-26,Female,Bungoma,Kimilili,Kibingei,"Plot 373, Lane 3, Uhuru"
210,Silas Bridget Kinya,40885447,076187679,silas.kinya@yahoo.com,1985-12-26,Female,Meru,Igembe Central,Athiru Gaiti,"House 105, Lenana Road, Mugumo"
211,Khaemba Mohamed,60661928,011127626,khaemba.mohamed@yahoo.com,1972-02-22,Male,Uasin Gishu,Ainabkoi,Kaptagat,"Plot 188, Lane 8, Kiambu"
212,Odhiambo Mwikali Towett,77551168,072111395,odhiambo.towett@gmail.com,2000-08-18,Male,Meru,Tigania East,Thangatha,"Plot 364, Lane 6, Waiyaki"
213,Elizabeth Sarah Omondi,96791517,076304189,elizabeth.omondi@gmail.com,1995-06-01,Female,Kiambu,Ruiru,Gatong'ora,"Plot 306, Lane 10, Karen"
214,Pauline Priscilla Achieng,57759672,072836789,pauline.achieng@yahoo.com,1999-09-04,Female,Mombasa,Jomvu,Jomvu Kuu,"House 301, Tom Mboya Road, Kangundo"
215,Agnes Njuguna,62027391,073318964,agnes.njuguna@hotmail.com,2000-10-21,Female,Turkana,Turkana North,Kaeris,"House 281, Kiambu Road, Waiyaki"
216,Muriuki Mulandi,97280725,072229988,muriuki.mulandi@hotmail.com,1977-05-13,Female,Kakamega,Mumias West,Mutema,"House 433, Lenana Avenue, Outering"
217,Momanyi Mutai,99811868,071465887,momanyi.mutai@gmail.com,1995-08-04,Male,Nairobi,Kasarani,Clay City,"Plot 103, Lane 3, Uhuru"
218,Elizabeth Githinji,58518736,011551002,elizabeth.githinji@hotmail.com,1986-01-25,Male,Machakos,Kathiani,Upper Kaewa/Iveti,"Plot 73, Lane 13, Parklands"
219,Elijah Marete,31567333,011558001,elijah.marete@gmail.com,1971-01-18,Female,Bungoma,Bumula,South Bukusu,"House 341, Kiambu Avenue, Kiambu Road"
220,Mumo Muthoka,32293702,079495896,mumo.muthoka@gmail.com,1986-11-19,Male,Bomet,Bomet East,Longisa,"Plot 460, Lane 4, Waiyaki"
221,Gakunyi Mwakisha,68719406,010397007,gakunyi.mwakisha@outlook.com,1993-02-03,Female,Kilifi,Kilifi North,Tezo,"Plot 54, Lane 20, Likoni"
222,George Kangogo,63124525,070492842,george.kangogo@outlook.com,1973-11-09,Female,Nakuru,Molo,Elburgon,"Plot 17, Lane 5, Likoni"
223,Mwikali Musyoka,79427754,072558648,mwikali.musyoka@gmail.com,1961-02-21,Female,Kisumu,Seme,East Seme,"Plot 166, Lane 3, Limuru"
224,Bridget Wafula,60748656,011373132,bridget.wafula@yahoo.com,2001-11-01,Male,Uasin Gishu,Kapseret,Simat/Kapseret,"Plot 475, Lane 4, Athi River"
225,Jane Chepngeno,95033882,077947825,jane.chepngeno@gmail.com,1999-11-19,Male,Uasin Gishu,Soy,Moi's Bridge,"House 248, Ngong Road Road, Argwings Kodhek"
226,Kiprotich Kasina Wamalwa,22343983,075842479,kiprotich.wamalwa@yahoo.com,1994-08-14,Male,Mombasa,Nyali,Ziwa la Ng'ombe,"House 102, Kenyatta Avenue, Kikuyu"
227,Kasina Owuor Kanampiu,70317901,072135399,kasina.kanampiu@hotmail.com,1987-10-27,Female,Nyeri,Mukurweini,Mukurwe-ini West,"Plot 59, Lane 11, Kitisuru"
228,Grace Adoyo,61753132,074731035,grace.adoyo@gmail.com,1992-12-20,Female,Bomet,Sotik,Chemagel,"House 163, Likoni Street, Uhuru"
229,Kariuki Towett,87277029,070584202,kariuki.towett@gmail.com,1967-09-17,Female,Nairobi,Kasarani,Clay City,"House 49, Westlands Drive, Kangundo"
230,Momanyi Wachira,28620619,071438542,momanyi.wachira@hotmail.com,1964-02-07,Male,Meru,North Imenti,Mweronkanga,"House 453, Kilimani Road, Kenyatta"
231,Namukhula Muriuki,87562374,077793390,namukhula.muriuki@gmail.com,1995-08-08,Female,Nairobi,Dagoretti South,Mutuini,"House 428, Argwings Kodhek Street, Garden Estate"
232,Kipkorir Kipchumba Matoke,39364802,075504305,kipkorir.matoke@hotmail.com,1971-07-07,Female,Nairobi,Lang'ata,Nairobi West,"Plot 76, Lane 4, Kileleshwa"
233,Micah Mwania,17134621,077385830,micah.mwania@gmail.com,1999-07-07,Female,Nakuru,Molo,Elburgon,"Plot 312, Lane 14, Thika Superhighway"
234,Priscilla Marete Kemei,76460815,073279337,priscilla.kemei@outlook.com,1981-10-10,Female,Meru,Igembe Central,Athiru Gaiti,"Plot 379, Lane 8, Kangundo"
235,Naomi Ombati,75539501,073595523,naomi.ombati@gmail.com,1974-05-27,Male,Kiambu,Lari,Kijabe,"Plot 52, Lane 11, Kileleshwa"
236,Haggai Musalia,29850853,076997859,haggai.musalia@gmail.com,1961-01-08,Female,Kisumu,Muhoroni,Chemelil,"Plot 382, Lane 13, Karen"
237,Martin Stephen Mwendwa,48709538,071108739,martin.mwendwa@gmail.com,1974-03-17,Male,Bomet,Konoin,Embomos,"Plot 250, Lane 10, Waiyaki"
238,Paul Nabwire,77376391,010906234,paul.nabwire@yahoo.com,1979-03-24,Male,Kiambu,Lari,Kinale,"Plot 17, Lane 12, Langata"
239,Edward Nokun Nabea,21488759,074694191,edward.nabea@hotmail.com,1973-07-04,Male,Nairobi,Lang'ata,Mugumu-ini,"Plot 240, Lane 15, Argwings Kodhek"
240,Kiprotich Musyoka,72117013,011900058,kiprotich.musyoka@hotmail.com,1970-01-09,Female,Kilifi,Malindi,Jilore,"Plot 421, Lane 16, Kileleshwa"
241,Onyango Nabwire Kamau,79769403,071359214,onyango.kamau@gmail.com,1993-08-13,Male,Nairobi,Westlands,Kangemi,"House 95, River Road Avenue, Kangundo"
242,Jacqueline Jepkorir,62504528,076831541,jacqueline.jepkorir@outlook.com,1993-03-01,Male,Nakuru,Nakuru Town West,Rhoda,"Plot 298, Lane 20, Mugumo"
243,Chepkoech Cherono,85584413,075581801,chepkoech.cherono@outlook.com,1964-11-10,Male,Trans Nzoia,Kwanza,Bidii,"House 311, Tom Mboya Avenue, Kangundo"
244,Kwamboka Katua,41758221,071282450,kwamboka.katua@outlook.com,2003-02-02,Female,Uasin Gishu,Soy,Moi's Bridge,"Plot 391, Lane 1, Juja"
245,Ojwang Naliaka Kipaati,37318624,070949355,ojwang.kipaati@gmail.com,2005-10-18,Male,Nyeri,Mathira,Magutu,"House 98, Thika Superhighway Drive, Ruaraka"
246,Agnes Muthaa Kipchirchir,43739900,076837435,agnes.kipchirchir@gmail.com,1957-05-03,Male,Kisumu,Kisumu West,North Kisumu,"House 280, River Road Road, Kilimani"
247,Njuguna Koech,65866810,079875201,njuguna.koech@yahoo.com,1998-03-09,Male,Meru,Igembe Central,Akachiu,"House 116, Ruaraka Drive, Outering"
248,Masinde Leah Kilonzo,57216333,073459793,masinde.kilonzo@gmail.com,1997-10-01,Male,Kiambu,Kabete,Gitaru,"Plot 417, Lane 2, Moi Avenue"
249,Faith Deborah Anyango,39566459,077847775,faith.anyango@gmail.com,1986-11-08,Female,Kisumu,Kisumu Central,Shauri Moyo,"Plot 54, Lane 14, Outering"
250,Wanjiru Oseko,46278860,074716814,wanjiru.oseko@gmail.com,1956-05-28,Male,Uasin Gishu,Ainabkoi,Kapsoya,"Plot 228, Lane 7, Tom Mboya"
251,Nasimiyu Kathure Nabea,81774457,077544423,nasimiyu.nabea@yahoo.com,1979-03-13,Male,Mombasa,Jomvu,Jomvu Kuu,"House 410, Mugumo Avenue, Jogoo"
252,Grace Nekesa,69566993,077118105,grace.nekesa@gmail.com,2001-08-21,Female,Kilifi,Kilifi South,Chasimba,"House 142, Kilimani Avenue, Parklands"
253,Mary Njuguna,40595256,070849259,mary.njuguna@hotmail.com,1948-06-18,Female,Meru,Tigania West,Kianjai,"Plot 260, Lane 17, Westlands"
254,Veronica Wabomba,31516822,075146777,veronica.wabomba@gmail.com,1995-02-20,Female,Kiambu,Githunguri,Ikinu,"Plot 426, Lane 5, Tom Mboya"
255,Hope Wafula,58582114,073577963,hope.wafula@gmail.com,1977-08-24,Male,Bomet,Bomet Central,Singorwet,"Plot 287, Lane 12, Argwings Kodhek"
256,Vincent Muthoka,29917719,079618206,vincent.muthoka@yahoo.com,1994-08-01,Male,Kiambu,Limuru,Ndeiya,"Plot 381, Lane 2, Kangundo"
257,Nasimiyu Andrew Wanjala,70249712,076761475,nasimiyu.wanjala@gmail.com,1963-08-23,Female,Nairobi,Dagoretti North,Kilimani,"Plot 304, Lane 15, Mugumo"
258,Dorothy Kipkirui,29219517,070953527,dorothy.kipkirui@hotmail.com,1981-07-17,Female,Kiambu,Lari,Nyanduma,"Plot 146, Lane 10, Argwings Kodhek"
259,Agnes Marete,10894575,077972944,agnes.marete@outlook.com,1979-10-14,Male,Meru,South Imenti,Igoji West,"Plot 471, Lane 4, Mombasa Road"
260,Cynthia Mwakideu,52253072,070554429,cynthia.mwakideu@gmail.com,1975-04-27,Female,Kisumu,Nyakach,South West Nyakach,"Plot 71, Lane 8, Moi Avenue"
261,Musyoka Gakii Wairimu,92326231,076761679,musyoka.wairimu@yahoo.com,1976-11-06,Male,Nyeri,Kieni,Mwiyogo/Endarasha,"House 408, Ruaraka Avenue, Ruaraka"
262,Chepkorir Mutune,75655873,079532016,chepkorir.mutune@yahoo.com,2001-04-28,Female,Bungoma,Mt. Elgon,Elgon,"Plot 346, Lane 13, Kenyatta"
263,Hope Wamuyu,12673605,011122143,hope.wamuyu@outlook.com,2000-06-25,Male,Bungoma,Sirisia,Lwandanyi,"Plot 108, Lane 7, Thika Superhighway"
264,Beatrice Naisula Njuguna,13254023,073762233,beatrice.njuguna@outlook.com,1985-02-27,Female,Bungoma,Webuye West,Matulo,"Plot 40, Lane 14, Parklands"
265,Muthuri Mitei,60543809,074550399,muthuri.mitei@gmail.com,1971-08-10,Male,Trans Nzoia,Cherangany,Cherangany/Suwerwa,"House 9, Moi Avenue Drive, Tom Mboya"
266,Wekesa Gladys Mbaka,89646079,073187963,wekesa.mbaka@gmail.com,1976-12-27,Male,Kisumu,Kisumu West,South West Kisumu,"Plot 211, Lane 11, Kenyatta"
267,Awino Nyambura Chepngeno,31755769,078884490,awino.chepngeno@gmail.com,2000-02-02,Female,Nyeri,Othaya,Iria-ini,"House 72, Thika Superhighway Drive, Ruaraka"
268,Margaret Auma,28164926,072649850,margaret.auma@outlook.com,1976-03-05,Female,Mombasa,Changamwe,Miritini,"Plot 356, Lane 15, Ngong"
269,Kagendo Mbaka,98498817,073181239,kagendo.mbaka@yahoo.com,1993-03-09,Female,Kisumu,Kisumu West,West Kisumu,"House 414, Ngong Road Drive, Jogoo"
270,David Kipchumba,25743269,073687354,david.kipchumba@gmail.com,1982-06-10,Female,Kilifi,Kaloleni,Mwanamwinga,"House 325, Karen Street, Limuru"
271,Mark Gichuru Chepkorir,36284674,077478526,mark.chepkorir@yahoo.com,2004-02-12,Male,Trans Nzoia,Cherangany,Sitatunga,"Plot 332, Lane 16, Lavington"
272,Jebet Nabwire Kagwe,17522634,077768444,jebet.kagwe@outlook.com,1997-05-28,Male,Kiambu,Lari,Kinale,"House 460, Ngong Road Avenue, Kiambu Road"
273,Mwania Mwinyi,33215400,010883106,mwania.mwinyi@outlook.com,1960-09-12,Female,Nairobi,Lang'ata,Nyayo Highrise,"Plot 46, Lane 3, Athi River"
274,Naserian Mworoa Kinyua,33891297,074247247,naserian.kinyua@yahoo.com,1995-05-07,Male,Kiambu,Githunguri,Ikinu,"Plot 48, Lane 19, Kenyatta"
275,Michael Ali,84036002,011932878,michael.ali@gmail.com,1972-04-15,Male,Kiambu,Kiambu,Ndumberi,"Plot 240, Lane 12, Thika"
276,Chebet Momanyi,12919231,077948530,chebet.momanyi@yahoo.com,1985-12-13,Female,Mombasa,Jomvu,Miritini,"House 248, Lenana Avenue, Ngong Road"
277,Joy Kivuva,22133101,074931377,joy.kivuva@outlook.com,1970-03-15,Male,Nairobi,Dagoretti North,Kawangware,"Plot 158, Lane 8, Waiyaki"
278,Isaac Naliaka Hassan,62019290,072433821,isaac.hassan@outlook.com,1999-05-27,Female,Machakos,Matungulu,Matungulu West,"Plot 37, Lane 19, Kasarani"
279,Githinji Awiti Awino,55578549,076785815,githinji.awino@gmail.com,1991-11-27,Male,Mombasa,Kisauni,Mtopanga,"House 204, Kikuyu Road, Limuru"
280,Evelyn Collins Katua,44715287,011764920,evelyn.katua@gmail.com,1994-09-12,Female,Bungoma,Webuye East,Maraka,"Plot 403, Lane 14, Ruiru"
281,Akinyi Koech,43866730,076453854,akinyi.koech@yahoo.com,1956-05-06,Female,Nakuru,Molo,Marioshoni,"House 153, Juja Road, Kiambu Road"
282,Awino Jepkoech Kipkorir,91786040,011768796,awino.kipkorir@outlook.com,1997-12-03,Male,Nakuru,Kuresoi South,Tinet,"House 95, River Road Avenue, Kitisuru"
283,Lois Opiyo,46598410,070526962,lois.opiyo@gmail.com,1979-05-09,Male,Mombasa,Mvita,Tononoka,"Plot 116, Lane 11, Langata"
284,Chepkoech Ondieki,76971243,073658094,chepkoech.ondieki@yahoo.com,1967-01-22,Female,Nyeri,Tetu,Dedan Kimathi,"Plot 177, Lane 17, Garden Estate"
285,Joel Silas Wekesa,27676124,076736613,joel.wekesa@hotmail.com,1994-04-04,Female,Kisumu,Kisumu West,Central Kisumu,"Plot 210, Lane 7, Garden Estate"
286,Kathure Kamau,54836082,011586561,kathure.kamau@yahoo.com,1962-10-21,Female,Kakamega,Shinyalu,Isukha West,"Plot 317, Lane 20, Kitisuru"
287,Leah Barasa,33516421,077847417,leah.barasa@hotmail.com,1982-01-07,Female,Kisumu,Seme,Central Seme,"Plot 408, Lane 15, Moi Avenue"
288,Rose Mokua,18024377,074951089,rose.mokua@gmail.com,1984-06-13,Male,Meru,South Imenti,Abogeta West,"Plot 54, Lane 9, Ruiru"
289,Mutwiri Victor Kipngetich,54380596,011572253,mutwiri.kipngetich@yahoo.com,1982-03-05,Male,Kisumu,Kisumu East,Kolwa East,"Plot 366, Lane 6, Lenana"
290,Kanana Jepkoech,79366132,076600143,kanana.jepkoech@yahoo.com,1990-03-19,Male,Nyeri,Mathira,Kirimukuyu,"House 444, Lenana Street, Tom Mboya"
291,Jonah Mulwa,95716350,070980779,jonah.mulwa@outlook.com,1985-04-24,Female,Kiambu,Kabete,Gitaru,"Plot 169, Lane 9, Kileleshwa"
292,Jebet Munyao Muriuki,40546109,073714127,jebet.muriuki@outlook.com,1970-01-11,Male,Bungoma,Sirisia,Namwela,"Plot 227, Lane 7, Ruiru"
293,Anna Mueni Koech,54109233,078606755,anna.koech@yahoo.com,1959-09-08,Female,Nakuru,Naivasha,Maiella,"House 58, Waiyaki Street, Juja"
294,Kwamboka Nokun Awino,52951801,011656164,kwamboka.awino@gmail.com,1997-04-19,Male,Machakos,Kathiani,Kathiani Central,"Plot 403, Lane 6, River Road"
295,Susan Patrick Kipkemoi,65985387,070899248,susan.kipkemoi@hotmail.com,1999-11-26,Female,Nairobi,Lang'ata,Mugumu-ini,"House 107, Kitisuru Avenue, Ngong"
296,Isaiah Wanjala,16174008,011791450,isaiah.wanjala@gmail.com,1978-04-09,Female,Turkana,Turkana South,Kalamon,"House 29, Kilimani Avenue, Kileleshwa"
297,David Lenguro,98676416,074683715,david.lenguro@yahoo.com,1978-02-28,Male,Bungoma,Webuye East,Ndivisi,"Plot 95, Lane 8, Karen"
298,Cynthia Simon Chepkorir,14306243,078937055,cynthia.chepkorir@gmail.com,1973-06-21,Male,Nairobi,Westlands,Kitisuru,"Plot 273, Lane 17, Ruiru"
299,Wanjiru Mutua,10852813,079968454,wanjiru.mutua@gmail.com,2004-03-09,Female,Nyeri,Mukurweini,Mukurwe-ini West,"House 335, Kasarani Avenue, Athi River"
300,Leshan Kanampiu Ochieng,41269891,073909862,leshan.ochieng@gmail.com,2002-08-04,Male,Kilifi,Rabai,Mwawesa,"Plot 195, Lane 15, Karen"
301,Kioko Auma,78036333,075601197,kioko.auma@gmail.com,1995-01-13,Female,Kilifi,Rabai,Mwawesa,"House 159, Argwings Kodhek Drive, Lenana"
302,Wachira Githinji,38162314,011793058,wachira.githinji@gmail.com,1991-07-06,Female,Kiambu,Lari,Kijabe,"House 451, Kikuyu Street, Lenana"
303,Agnes Chepngeno,80491768,072265855,agnes.chepngeno@gmail.com,1979-07-03,Male,Nairobi,Lang'ata,South C,"Plot 226, Lane 20, Kasarani"
304,Oduya Eunice Lubanga,47889634,079210339,oduya.lubanga@gmail.com,1995-05-11,Male,Meru,Central Imenti,Mwangathia,"Plot 217, Lane 5, Kiambu Road"
305,Mumo Korir,87470671,076574065,mumo.korir@hotmail.com,1975-08-04,Female,Meru,South Imenti,Abogeta East,"Plot 131, Lane 16, Kikuyu"
306,Kiprotich Simon Koech,84262472,071629241,kiprotich.koech@gmail.com,1992-09-07,Female,Nairobi,Kasarani,Mwiki,"House 376, Kitisuru Street, Ngong"
307,Akinyi Zechariah Mutua,66541115,077590737,akinyi.mutua@gmail.com,1967-02-09,Female,Meru,Tigania East,Kiguchwa,"Plot 387, Lane 5, Kilimani"
308,Mutheu Mwirigi Munyao,53952205,070767687,mutheu.munyao@gmail.com,1979-11-20,Male,Mombasa,Mvita,Shimanzi,"House 278, Waiyaki Drive, Ruiru"
309,Kebaso Martin Mwangolo,66596142,070769054,kebaso.mwangolo@gmail.com,1990-12-09,Female,Trans Nzoia,Cherangany,Kaplamai,"Plot 183, Lane 4, Kenyatta"
