beneficiary_id,full_name,identification_number,telephone,email,date_of_birth,gender,county,sub_county,ward,address,registration_date,status,tech_track,cohort,mentor,project_area,completion_status
TECH-000101,onditi mwinyi,27032738,+254 777-233-13,onditi.mwinyi@gmail.com,1991-06-01,female,Uasin Gishu,Turbo,Tapsagoi,"House 309, Ngong Drive, Lavington",04/09/2024,A,Data Engineering,Cohort 3,Dr. Daniel Musyoka,E-Commerce,Withdrawn
TECH-000102,okello mwende lubanga,99367274,+254 783-386-09,okello.lubanga@outlook.com,1992-11-23,female,Nakuru,Rongai,Visoi,"House 99, Uhuru Street, Kikuyu",2026-01-02,A,Software Engineering,Cohort 1,Dr. Aaron Nduku,EdTech,Completed
TECH-000103,NASHIPAE KIPCHUMBA KIPROTICH,77503142,+254 746-256-20,nashipae.kiprotich@gmail.com,2005-03-26,female,Mombasa,Mvita,Tudor,"House 29, Westlands Avenue, Kenyatta",28-Sep-2025,I,AI/ML,Cohort 3,Dr. Jeremiah Kioko,HealthTech,Completed
TECH-000104,MUTHOKA A. WAITHERA,93757881,+254 799-881-85,muthoka.waithera@outlook.com,1982-06-06,female,Kakamega,Mumias East,Malaha/Isongo/Masindi,"Plot 468, Lane 17, Athi River",20/03/2025,A,Cybersecurity,Cohort 3,Prof. Kevin Muriuki,HealthTech,Completed
TECH-000105,muthoka munyao,30946019,+254 111-588-25,muthoka.munyao@hotmail.com,1966-02-23,male,Trans Nzoia,Kiminini,Sirende,"Plot 203, Lane 8, Mugumo",04/05/2025,A,AI/ML,Cohort 3,Dr. Joy Kaloki,AgriTech,On Hold
TECH-000106,thomas nabea,42180102,078 133 577,thomas.nabea@hotmail.com,1974-04-13,male,Bungoma,Kimilili,Kamukuywa,"House 171, Mombasa Road Street, Argwings Kodhek",2025-09-07,I,Cybersecurity,Cohort 3,Dr. Allan Mumo,Fintech,On Hold
TECH-000107,WANJIKU AARON WACHIRA,14484757,+254 118-571-08,wanjiku78@yahoo.com,12-22-1976,Male,Kiambu,Githunguri,Githiga,"House 336, Kitisuru Drive, Lavington",26-Sep-26,Inactive,Cloud Computing,cohort 1,Dr. Mary Akinyi,E-Commerce,Completed
TECH-000108,AWITI NANJALA,78 242 493,+25473403798,nanjala.awiti@gmail.com,1971-03-13,male,Bungoma,Webuye West,Sitikho,"Plot 171, Lane 17, Limuru",31-10-2024,A,Cybersecurity,Cohort 2,Eng. Amos Nduku,Fintech,Withdrawn
TECH-000109,kariuki maingi,72571790,+254 117-457-80,kariuki.maingi@gmail.com,1998-01-28,male,Nakuru,Gilgil,Gilgil,"Plot 116, Lane 18, Parklands",07/11/2026,A,Data Science,Cohort 2,Prof. Isaiah Kasina,HealthTech,On Hold
TECH-000110,martin zephaniah kasina,11502307,+254 798-332-03,martin.kasina@yahoo.com,1979-07-27,female,Nakuru,Bahati,Bahati,"Plot 238, Lane 19, Mugumo",22-Oct-26,A,DevOps,Cohort 3,Prof. Isaiah Kasina,Logistics,Withdrawn
TECH-000111,MWENDE KOROSS,83290256,+254 788-460-10,mwende.koross@yahoo.com,1994-02-03,female,Kisumu,Nyando,Kobura,"Plot 186, Lane 12, Moi Avenue",30-Sep-2024,I,Cybersecurity,Cohort 3,Prof. James Mwangi,Fintech,Withdrawn
TECH-000112,njuguna kipkoech,40 962 820,+254 798-148-46,njugunakipkoech@outlook.com,02/10/1963,Male,Bomet,Bomet Central,Silibwet Township,"House 218, Ruaraka Road, Ruiru",2025-06-24,ACTIVE,Mobile Development,COHORT-02,Prof. James Mwangi,Clean Energy,Withdrawn
TECH-000113,mbaka rotih,45766054,+254 119-269-93,mbaka.rotich@hotmail.com,1982-01-08,male,Nyeri,Mathira,Kirimukuyu,"House 421, Ruaraka Drive, Ngong",2025-11-02,A,Data Engineering,Cohort 2,Eng. Peter Ochieng,Clean Energy,Active
TECH-000114,JOSEPH MBAAK,90524080,+254 778-514-70,joseph.mbaka@yahoo.com,1961-11-08,female,NULL,Dagoretti South,Riruta,NA,11-01-2026,I,Cloud Computing,Cohort 3,Eng. Martin Kasina,HealthTech,On Hold
TECH-000115,WANGECI CHERUIYOT,74535895,+254 733-308-74,wangeci_cheruiyot@outlook.com,1978-06-27,male,Kiambu County,Kikuyu,Nachu,"Plot 440, Lane 10, Kilimani",2024-06-06,ACTIVE,Software Engineering,COHORT 3,Prof. Esther Ondieki,IoT,Withdrawn
TECH-000116,MUKHWANA NDUKU,29766571,+254 731-972-33,mukhwana.nduku@gmail.com,1979-11-24,male,Mombasa,Likoni,Mtongwe,"House 412, Mugumo Drive, Lavington",2026-12-10,I,Data Engineering,Cohort 2,Prof. Victor Kioko,AgriTech,On Hold
TECH-000117,caroline musalia,64047337,+254 751-111-12,caroline.musalia@gmail.com,1993-01-19,female,Nyeri,Nyeri Town,Ruring'u,"Plot 432, Lane 3, Waiyaki",02-22-2024,A,AI/ML,Cohort 1,Eng. Anne Momanyi,HealthTech,On Hold
TECH-000118,OWUOR MWIRIGI KENGA,NA,+254 748-631-12,owuor.kenga@gmail.com,1975-03-13,male,Kiambu,Limuru,Ndeiya,,2026-10-06,A,Mobile Development,NA,Prof. Robert Kamau,EdTech,Completed
TECH-000119,omondi mutisya mwaura,42996518,NULL,omondi.mwaura@gmail.com,1999-02-12,male,Kakamega,Matungu,Khalaba,"Plot 448, Lane 13, Kikuyu",28 Aug 2024,I,AI/ML,Cohort 2,Dr. Allan Mumo,HealthTech,Withdrawn
TECH-000120,KIMEU V. MUMO,94624286,+254 718-222-05,kimeu.mumo@gmail.com,1973-08-21,female,Machakos,Yatta,Ndalani,"Plot 332, Lane 1, Argwings Kodhek",31-Oct-26,I,DevOps,Cohort 3,Dr. Lucy Otieno,HealthTech,Completed
TECH-000121,mokua mckaro,16954628,+254 734-071-53,mokua.mcharo@hotmail.com,NULL,male,KILIFI,Malindi,Malindi Town,"House 5, Tom Mboya Drive, Garden Estate",2025-02-10,A,,Cohort 1,Dr. Collins Mwania,IoT,On Hold
TECH-000122,CECILIA FAITH AUMA,80510741,+254 105-130-29,cecilia.auma@gmail.com,NULL,male,Nakuru County,Naivasha,Biashara-Naivasha,"Plot 174, Lane 4, Kileleshwa",12 Jan 2026,A,Data Science,Cohort 3,Prof. Kevin Muriuki,Fintech,On Hold
TECH-000123,EDITH ACHIENG,31958106,+254 109-554-99,edith.achieng@yahoo.com,1971-06-24,male,Kilifi,Kilifi South,Chasimba,"Plot 68, Lane 13, Juja",2026-09-02,A,Data Engineering,Cohort 3,Prof. David Kiprotich,Fintech,Withdrawn
TECH-000124,KIPKORIR WACHYRA,62731823,+254 778-894-10,kipkorir.wachira@yahoo.com,1972-05-26,male,Kakamega,Mumias West,West Wanga,"House 293, Parklands Drive, Kangundo",06/17/2025,A,Cloud Computing,Cohort 3,Eng. Micah Kioko,EdTech,Completed
TECH-000125,m. mbaka,92044472,+254 792-843-83,muthoni.mbaka@outlook.com,1986-04-11,female,Machakos,Matungulu,Tala,"Plot 261, Lane 7, River Road",2025-01-01,I,Cloud Computing,Cohort 3,Eng. Brian Mulwa,Fintech,Completed
TECH-000126,kwamboka wangari,75025705,+254 765-489-02,kwamboka.wangari@yahoo.com,1977-05-18,female,Trans Nzoia,Kiminini,Kiminini,"House 333, Kasarani Avenue, Lavington",27-Jan-26,I,Mobile Development,Cohort 1,Eng. Ezekiel Mumo,Logistics,Withdrawn
TECH-000127,kagwiria robert awuor,2404-4274,+254 749-629-15,kagwiria.awuor@yahoo.com,1970-01-11,male,Meru,Tigania East,Muthara,"House 68, Kitisuru Avenue, Garden Estate",06-13-2026,I,Cybersecurity,Cohort 1,Eng. Anthony Wanyonyi,AgriTech,On Hold
TECH-000128,KIMEU OMAR,78238599,+254 733-873-28,kimeu.omar@gmail.com,1995-09-13,male,Kiambu,Ruiru,Gatong'ora,"Plot 312, Lane 8, Tom Mboya",14/01/2026,A,DevOps,Cohort 2,Prof. Mercy Nduku,Fintech,On Hold
TECH-000129,ochieng peter mcharo,78739465,+254 753-314-57,ochieng.mcharo@gmail.com,1953-02-28,female,Bungoma,Kimilili,Kamukuywa,"House 413, Ngong Road Street, Parklands",01/15/2026,A,Software Engineering,Cohort 1,Eng. Gilbert Mutisya,IoT,On Hold
TECH-000130,EMILY NJOROGE,12 267 498,+254 106-022-53,emily.njoroge@gmail.com,1995-11-04,male,Kiambu,Kabete,Gitaru,"House 281, Ngong Road Road, Parklands",2024-11-22,A,Software Engineering,Cohort 1,Dr. Mary Akinyi,Clean Energy,Completed
TECH-000131,HANNAH JEPCHUMBA MWAMBURI,90611355,+254 762-647-08,hannah.mwamburi@hotmail.com,1981-12-01,female,Machakos,Machakos Town,Mutituni,"House 354, Langata Drive, Kikuyu",20/11/2026,A,Data Science,Cohort 3,Prof. Victor Kioko,Logistics,On Hold
TECH-000132,REBECCA ONYANGO MWANIA,74050584,+254 747-784-45,rebecca.mwania@gmail.com,1979-01-24,male,Bungoma,Bumula,Bumula,"House 276, Lenana Street, Ngong",10-25-2026,A,Cybersecurity,Cohort 2,Prof. Isaiah Kasina,Fintech,Withdrawn
TECH-000133,MWENDE ONYANGO AWITI,90170142,+254 105-835-71,mwende.awiti@gmail.com,2001-11-09,female,Uasin Gishu,Moiben,Sergoit,"House 446, Karen Drive, Mombasa Road",11-Jan-2026,I,Data Science,Cohort 1,Prof. Esther Ondieki,Clean Energy,On Hold
TECH-000134,gichuru sarah kiprop,53246230,+254 118-444-60,gichuru.kiprop@gmail.com,1997-03-02,male,Nairobi County,Dagoretti North,Kilimani,"Plot 22, Lane 13, Garden Estate",2024-02-25,A,Cybersecurity,Cohort 3,Eng. Amos Nduku,EdTech,Active
TECH-000135,agnes kamau,94856640,+254 112-007-17,agnes.kamau@gmail.com,1984-11-04,female,Kilifi County,Rabai,Rabai/Kisurutini,"House 390, Limuru Road, Limuru",20251120,I,AI/ML,Cohort 2,Dr. Joel Muthoka,EdTech,Withdrawn
TECH-000136,dorothy kipkirui,29219517,+254 709-535-27,dorothy.kipkirui@hotmail.com,1981-07-17,female,Machakos,Kathiani,Mitaboni,"Plot 146, Lane 10, Argwings Kodhek",2026-08-04,I,Cloud Computing,Cohort 3,Dr. Jeremiah Kioko,AgriTech,Active
TECH-000137,ann khaemba masinde,49610969,+254 104-709-62,ann.masinde@gmail.com,1960-09-19,male,Mombasa,Jomvu,Mikindani,"House 206, Kenyatta Drive, Kangundo",07-26-2026,A,Data Science,Cohort 2,Eng. Isaac Mutua,AgriTech,Completed
TECH-000138,KIMANI PAUL HASSAN,56675977,+254 729-839-53,kimani.hassan@gmail.com,1994-03-15,male,Meru,Igembe Central,Akachiu,"Plot 344, Lane 18, Karen",2024-01-11,A,Data Engineering,Cohort 3,Eng. Ezekiel Mumo,Fintech,On Hold
TECH-000139,WAFULA OMONDI,89 984 645,+254 701-034-85,wafula.omondi@outlook.com,1988-02-28,male,Nairobi,Kasarani,Njiru,"Plot 228, Lane 6, Uhuru",10-11-2025,A,AI/ML,Cohort 1,Prof. Victor Kioko,AgriTech,Withdrawn
TECH-000140,WANYONYI HAGGAI JEBET,11083382,+254 107-607-72,wanyonyi.jebet@gmail.com,1966-01-03,female,Turkana,Loima,Loima,"Plot 95, Lane 14, Kiambu",20260111,A,DevOps,Cohort 3,Dr. Joel Muthoka,IoT,On Hold
TECH-000141,MARTHA LENGURO,85253501,+254 766-012-94,martha.lenguro@gmail.com,1966-01-09,female,Machakos,Yatta,Ndalani,"Plot 322, Lane 14, Athi River",28-10-2024,I,Cloud Computing,Cohort 1,Eng. Ezekiel Mumo,Logistics,Withdrawn
TECH-000142,ONGERI MUTHEU OMONDI,14740156,079 767 233,ongeri.omondi@gmail.com,1984-12-06,male,Kakamega,Mumias West,Etenje,"House 461, Likoni Avenue, Ngong",31/03/2025,I,Mobile Development,Cohort 2,Eng. Faith Nashipae,E-Commerce,Completed
TECH-000143,NAFULA KIPKORIR,12245490,+254 786-723-11,nafula.kipkorir@gmail.com,1985-09-10,male,Nakuru,Kuresoi North,Kiptororo,"House 469, Kiambu Road Avenue, Kikuyu",13-Oct-2025,I,Software Engineering,Cohort 2,Eng. John Wekesa,EdTech,Withdrawn
TECH-000144,FAITH AWINO WADADA,13450881,+254 116-276-14,faith.wadada@gmail.com,2004-04-24,female,Mombasa,Mvita,Shimanzi,"House 106, Limuru Road, Waiyaki",2025-10-22,A,Mobile Development,Cohort 1,Prof. Moses Muthoka,E-Commerce,Active
TECH-000145,sharon amos nanjala,35520607,+254 792-758-95,sharon_nanjala@hotmail.com,01-May-95,female,Machakos,Mavoko,Athi River,Plot 466 Lane 20 Parklands,10-29-2026,active,Mobile Development,cohort 3,Prof. Kevin Muriuki,AgriTech,On Hold
TECH-000146,owuor mokua,99-646-907,+254 799-595-97,owuor.mokua@gmail.com,1983-09-13,female,Kiambu,Ruiru,Kiuu,"House 424, Westlands Road, Kiambu Road",20/05/2026,I,Cybersecurity,Cohort 2,Prof. Mercy Nduku,Clean Energy,Completed
TECH-000147,MORAA OKELLO GICHUKI,14708370,+254 758-309-08,moraa.gichuki@gmail.com,1968-11-16,male,Bomet,Konoin,Boito,"House 261, Thika Road, Limuru",18-08-2025,A,Data Science,Cohort 1,Dr. Daniel Musyoka,AgriTech,Active
TECH-000148,WEKESA NJERI MUNGAI,41923612,+254 754-818-86,wekesa.mungai@gmail.com,2002-11-02,female,MACHAKOS,KANGUNDO,KANGUNDO NORTH,"Plot 336, Lane 14, River Road",14 Sep 2024,I,Software Engineering,Cohort 3,Eng. Isaac Mutua,EdTech,Completed
TECH-000149,CYNTHIA OTIENO KANGOGO,79218993,+254 761-687-66,cynthia.kangogo@yahoo.com,1982-11-17,female,Kisumu,Nyando,Kabonyo/Kanyagwal,"House 144, Kenyatta Street, Karen",15-Jun-2026,A,Cloud Computing,Cohort 1,Eng. Amos Nduku,Fintech,Withdrawn
TECH-000150,MWANIA ONGERI KIVUVA,47393393,+254 783-820-83,mwania.kivuva@yahoo.com,2002-01-17,male,Nairobi,Dagoretti North,Kileleshwa,"Plot 222, Lane 1, Jogoo",2026-10-05,I,Cloud Computing,Cohort 1,Prof. James Mwangi,Fintech,Active
TECH-000151,BRIDGET MUTHAMA,46879055,NULL,NULL,1972-11-08,female,Kilifi,Kilifi North,Dabaso,"House 186, Thika Avenue, Kiambu Road",27-Apr-2026,I,AI/ML,,Dr. Jonah Kasina,AgriTech,Withdrawn
TECH-000152,mwirigi kipngeich,16774455,+254 723-411-75,mwirigi.kipngetich@gmail.com,1993-05-25,male,Kisumu,Seme,West Seme,"House 98, Kasarani Drive, Lenana",01-Jul-2025,A,Cybersecurity,Cohort 2,Eng. John Wekesa,Fintech,On Hold
TECH-000153,ANNA BETT,20327493,+254 793-331-25,anna.bett@outlook.com,1983-06-16,female,Kiambu,Kiambu,Ndumberi,"Plot 243, Lane 1, Outering",27/03/2026,A,AI/ML,Cohort 1,Prof. Daniel Mutisya,Fintech,On Hold
TECH-000154,JANE CHEPNGENO,95033882,+254 779-478-25,jane.chepngeno@gmail.com,1999-11-19,male,Uasin Gishu,Soy,Moi's Bridge,"House 248, Ngong Road Road, Argwings Kodhek",21-Mar-2024,A,Cloud Computing,Cohort 1,Dr. Collins Mwania,AgriTech,Completed
TECH-000155,wachira matthew ndegwa,35849313,+254 761-463-70,NULL,1988-08-03,female,Kiambu,Lari,Kijabe,"Plot 274, Lane 13, Lavington",09-11-2025,A,NULL,Cohort 3,Eng. Gilbert Mutisya,Fintech,Withdrawn
TECH-000156,MBAKA PETER GACHERU,58645001,+254 764-650-22,mbaka.gacheru@gmail.com,1992-03-17,male,Kilifi County,Kilifi South,Shimo la Tewa,"Plot 310, Lane 20, Kilimani",29-Apr-2026,I,Mobile Development,Cohort 1,Dr. Collins Mwania,AgriTech,On Hold
TECH-000157,AGNES MUSALIA,76597184,+254 732-300-01,agnes.musalia@hotmail.com,1977-06-16,female,Kiambu,Ruiru,Kahawa Wendani,"Plot 448, Lane 17, Ngong",2026-12-23,A,Cloud Computing,Cohort 2,Eng. Elijah Mwania,E-Commerce,On Hold
TECH-000158,KAGWIRIA LESHA,77194013,+254 118-639-44,kagwiria.leshan@yahoo.com,1968-10-25,male,Nairobi,Dagoretti North,Kawangware,"House 462, Mombasa Road Road, Limuru",19-Jun-25,I,Mobile Development,Cohort 1,Dr. Jeremiah Kioko,EdTech,On Hold
TECH-000159,opiyo musalia,23 488 183,+254 733-320-90,opiyo.musalia@yahoo.com,2001-04-02,female,Nyeri,Mukurweini,Rugi,"Plot 245, Lane 7, Mugumo",2026-02-28,A,DevOps,Cohort 2,Dr. Joy Kaloki,EdTech,Completed
TECH-000160,REBECCA ATIENO KETER,56590046,+254 764-297-00,r53@gmail.com,1987-11-18,male,Nairobi,Dagoretti South,Mutuini,"PLOT 235, LANE 8, TOM MBOYA",30-12-2024,I,Data Engineering,COHORT-03,Eng. Micah Kioko,HealthTech,On Hold
TECH-000161,awiti mwirigi mcharo,25132415,+254 738-973-78,awiti.mcharo@gmail.com,2001-05-26,female,Nyeri County,Kieni,Gatarakwa,"House 302, Kiambu Road Street, Lenana",10-22-2026,A,Mobile Development,NA,Prof. Kevin Muriuki,Fintech,On Hold
TECH-000162,JEBIWOTT NABWIRE WAITHERA,37467964,+254 755-207-60,jebiwott.waithera@gmail.com,1987-12-22,male,Mombasa,Kisauni,Bamburi,"House 279, Moi Avenue Street, Limuru",18-Nov-2024,I,Data Science,Cohort 2,Prof. Isaiah Kasina,E-Commerce,On Hold
TECH-000163,KALOKI WANGARI,76434426,+254 112-253-04,kaloki.wangari@gmail.com,1996-12-22,male,Kakamega,Shinyalu,Isukha West,"Plot 434, Lane 4, Thika",20-Nov-2026,A,DevOps,Cohort 3,Dr. Sarah Mutua,IoT,On Hold
TECH-000164,flora musila,16648129,+254 781-300-48,flora.musila@outlook.com,1992-04-19,male,Kiambu,Kabete,NA,NULL,14-03-2025,I,AI/ML,Cohort 3,Eng. Anthony Wanyonyi,EdTech,Active
TECH-000165,JANE JEPKORIR,67827740,+254 107-545-95,jane.jepkorir@outlook.com,1993-05-13,female,Mombasa,Jomvu,Mikindani,"Plot 382, Lane 19, Kikuyu",2025-08-21,A,AI/ML,Cohort 2,Dr. Aaron Nduku,Fintech,Active
TECH-000166,KIPSANG KWAMBOKA MUNYORI,99899818 ,+254 748 987 54,kipsang.munyori@gmail.com,2005-04-13,male,Kiambu,Githunguri,Githiga,"Plot 401, Lane 6, Kangundo",20-03-2025,A,Data Engineering,Cohort 2,Eng. Anne Momanyi,EdTech,Withdrawn
TECH-000167,KIPCHIRCHIR KATHURE OTIENO,85251775,+254 704-701-88,kipchirchir.otieno@hotmail.com,1995-02-21,female,Trans Nzoia,Cherangany,Kaplamai,"Plot 405, Lane 6, Moi Avenue",20-Dec-2026,I,Data Science,Cohort 2,Dr. Jonah Kasina,IoT,On Hold
TECH-000168,nyambane chepkorir nzioka,50482377,+254 115-355-52,nyambane.nzioka@outlook.com,1955-08-17,female,Nakuru,Rongai,Solai,"Plot 70, Lane 3, Karen",04-13-2025,I,Data Engineering,Cohort 2,Eng. Amos Nduku,HealthTech,Completed
TECH-000169,akinyi gakunyi chepkwony,62526204,NA,achepkwony@yahoo.com,01 Apr 1989,MALE,Nakuru,Kuresoi North,Sirikwa,,31-Oct-2026,NA,AI/ML,Cohort  2,Dr. Mary Akinyi,HealthTech,Completed
TECH-000170,BOSIBORI MUMO GITONGA,80910084,+254 101-672-82,bosibori.gitonga@gmail.com,1993-03-23,female,Kakamega,Butere,Marama Central,"Plot 209, Lane 1, Waiyaki",24 Mar 2026,A,Data Engineering,Cohort 1,Eng. Gilbert Mutisya,E-Commerce,On Hold
TECH-000171,mukhwana kipkirui,1657-4246,+254 766-230-43,mukhwana.kipkirui@gmail.com,1948-02-23,male,NA,WebuyeWest,Sitikho,"Plot 59, Lane 13, Kiambu",,I,Software Engineering,,Eng. Anne Momanyi,HealthTech,Withdrawn
TECH-000172,nicholas jeremiah kamau,18815479,+254 105-362-45,nicholas.kamau@gmail.com,1993-05-18,male,Kisumu,Nyando,Kobura,"Plot 337, Lane 17, Kilimani",2026-04-06,A,Mobile Development,Cohort 2,Prof. Mercy Nduku,HealthTech,Active
TECH-000173,gladys wanjala,12273686,+254 702-755-15,gladys.wanjala@yahoo.com,1963-10-07,female,Uasin Gishu,Turbo,Ngenyilel,"House 411, Tom Mboya Drive, Waiyaki",09/03/2024,A,AI/ML,Cohort 1,Eng. John Wekesa,Fintech,On Hold
TECH-000174,muriuki joshua nabea,47299640,+254 112-796-36,muriuki.nabea@gmail.com,1981-02-07,male,Kilifi,Magarini,Magarini,"Plot 281, Lane 15, Karen",2024-07-13,A,Data Engineering,Cohort 2,Eng. Martin Kasina,HealthTech,Completed
TECH-000175,habakkuk kiprop onsongo,72992151,+254 751-954-07,habakkuk.onsongo@yahoo.com,1969-10-21,female,Nairobi,Kasarani,Kasarani,"Plot 305, Lane 11, Mombasa Road",2024-06-14,I,Mobile Development,Cohort 3,Eng. Anthony Wanyonyi,AgriTech,Withdrawn
TECH-000176,deborah muthuri,62560511,+254 734-468-34,deborah.muthuri@yahoo.com,1991-01-18,female,Bomet,Sotik,Chemagel,"House 134, Karen Avenue, Westlands",23-Oct-2026,A,Software Engineering,Cohort 1,Eng. Brian Mulwa,AgriTech,Completed
TECH-000177,ombati jepchumba awino,36616333,+254 759-437-60,ombati.awino@hotmail.com,2001-05-22,male,Nairobi,Dagoretti South,Uthiru,"House 440, Kilimani Street, Outering",2025-10-17,A,Cloud Computing,Cohort 3,Prof. Mercy Nduku,HealthTech,Completed
TECH-000178,JEBET WANYONYI,59283521,+25479921200,jebet.wanyonyi@gmail.com,1983-02-23,male,Kiambu,Kabete,Gitaru,"Plot 70, Lane 15, Tom Mboya",10/08/2026,A,Data Engineering,Cohort 1,Eng. Peter Ochieng,EdTech,Active
TECH-000179,martin wekesa,38792473,+254 107-869-83,martin.wekesa@yahoo.com,1983-10-03,female,Kakamega,Mumias East,Malaha/Isongo/Masindi,"Plot 224, Lane 20, Kiambu Road",06/02/2024,NA,Cybersecurity,Cohort 2,Dr. Joel Muthoka,E-Commerce,On Hold
TECH-000180,naserian jmua,93792514,+254 704-070-31,naserian.juma@gmail.com,1970-10-02,female,Turkana,Turkana East,Lokichar,"Plot 298, Lane 6, Thika",07/20/2025,A,Data Engineering,Cohort 2,Eng. Gilbert Mutisya,HealthTech,Completed
TECH-000181,ROBERT ACHIENG MOKUA,30559033,+254 798-105-00,robert.mokua@yahoo.com,1995-10-25,male,Kiambu,Ruiru,Gatong'ora,"Plot 318, Lane 17, Jogoo",17/02/2024,I,Software Engineering,Cohort 2,Dr. Grace Wanjiku,IoT,Withdrawn
TECH-000182,KWAMBOKA NOKUN AWINO,52951801,+254 116-561-64,kwamboka.awino@gmail.com,1997-04-19,male,Machakos,Kathiani,Kathiani Central,"Plot 403, Lane 6, River Road",02/10/2024,A,DevOps,Cohort 1,Prof. Mercy Nduku,IoT,Withdrawn
TECH-000183,zechariah mcharo,70640795,+254 764-207-37,zechariah.mcharo@gmail.com,1959-07-07,male,Machakos,Kathiani,Kathiani Central,"Plot 208, Lane 16, Uhuru",21-12-2026,A,Cloud Computing,Cohort 3,Dr. Mary Akinyi,Logistics,Active
TECH-000184,MASINDE MUSALIA,86830303,+254 723-649-62,masinde.musalia@hotmail.com,1981-02-15,male,Kiambu,Ruiru,Kahawa Wendani,"House 21, Karen Drive, Lavington",03-03-2024,I,AI/ML,Cohort 1,Dr. Daniel Musyoka,AgriTech,On Hold
TECH-000185,PHILEMON NDUNGE,15977187,+254 113-849-25,philemon.ndunge@hotmail.com,1970-07-26,female,NAKURU,MOLO,MOLO,"Plot 31, Lane 7, Tom Mboya",2024-10-19,I,Data Engineering,Cohort 3,Prof. Mercy Nduku,EdTech,Active
TECH-000186,OWUOR FAITH,19492547,+254 748-887-69,faith.owuor@gmail.com,2002-12-06,female,Kilifi,Rabai,Mwawesa,"Plot 314, Lane 9, Mugumo",22 Jul 2024,A,Mobile Development,Cohort 3,Dr. Jeremiah Kioko,E-Commerce,Withdrawn
TECH-000187,onditi maingi,51940537,+254 722-910-38,onditi.maingi@gmail.com,1998-11-15,male,Uasin Gishu,Kesses,Cheptiret/Kipchamo,"Plot 235, Lane 12, Kileleshwa",20-Sep-2026,A,Cybersecurity,Cohort 1,Eng. Amos Nduku,E-Commerce,Active
TECH-000188,FAITH KAMANTE,89064828,NA,faith.kamande@yahoo.com,1992-02-26,male,Nairobi,Kasarani,Njiru,"House 459, Karen Street, Kangundo",2024-04-27,A,NA,,Prof. Robert Kiema,Clean Energy,Withdrawn
TECH-000189,MERCY OWUOR KETER,64627534,+254 758-042-99,mercy.keter@yahoo.com,2004-12-27,male,Nairobi,Westlands,Kitisuru,"Plot 129, Lane 3, Thika Superhighway",20/11/2025,I,Cybersecurity,Cohort 1,Dr. Joy Kaloki,Clean Energy,On Hold
TECH-000190,auma ngeno,42733135,,auma.ngeno@gmail.com,1987-07-05,female,Nyeri,Kieni,Naromoru/Kiamathaga,NA,NULL,I,Data Engineering,Cohort 1,Prof. Catherine Chepkorir,Logistics,On Hold
TECH-000191,TIMOTHY JONATHAN ODUYA,16007154,+254 722-485-51,timothy.oduya@yahoo.com,1969-07-22,male,Kisumu,Nyakach,Central Nyakach,"House 210, Karen Drive, Jogoo",03-22-2024,I,Cloud Computing,Cohort 1,Prof. Esther Ondieki,HealthTech,Completed
TECH-000192,agnes kipcihrchir,43739900,+254 768-374-35,akipchirchir@hotmail.com,03/05/1957,Male,Kisumu,Kisumu West,North Kisumu,"house 280, river road road, kilimani",2024-11-22,I,DevOps,C-3,Dr. Mary Akinyi,EdTech,On Hold
TECH-000193,MURIUKI BARASA,98843736,254 114 992 51,muriuki.barasa@outlook.com,1982-02-23,female,Nairobi,Lang'ata,South C,"Plot 185, Lane 2, Lavington",03/04/2025,I,AI/ML,Cohort 2,Eng. Isaac Mutua,E-Commerce,On Hold
TECH-000194,john kiprotich mukhwana,52137942,254 738 566 03,j.mukhwana@gmail.com,1990-03-28,male,Machakos,Matungulu,Matungulu East,"Plot 288, Lane 7, Kitisuru",30-08-2025,A,Mobile Development,Cohort 2,Eng. Anthony Wanyonyi,Clean Energy,Withdrawn
TECH-000195,ONSONGO KARANJA,88829544,+254 739-959-40,onsongo.karanja@yahoo.com,1965-01-21,female,Bungoma,Kabuchai,Mukuyuni,"Plot 402, Lane 20, Parklands",17-03-2024,A,DevOps,Cohort 3,Eng. Elijah Mwania,Clean Energy,On Hold
TECH-000196,GITHINJI OGERO,49993925,+254 119-540-29,githinji.ogero@outlook.com,1967-10-23,male,Trans Nzoia,Saboti,Kinyoro,"Plot 252, Lane 17, Jogoo",02-12-2026,I,Cybersecurity,Cohort 2,Dr. Sarah Mutua,IoT,Active
TECH-000197,MOMANYI MBAKA KOSGEI,77626740,+254 107-494-49,momanyi.kosgei@yahoo.com,1988-12-18,female,Kisumu,Nyakach,Central Nyakach,"House 222, Kiambu Road Road, Mugumo",29-07-2025,I,Data Science,Cohort 2,Prof. Robert Kamau,Logistics,On Hold
TECH-000198,kebaso philemon naliaka,24810962,+254 118-894-06,kebaso.naliaka@gmail.com,1982-11-25,female,Trans Nzoia,Saboti,Kinyoro,"Plot 73, Lane 13, Kilimani",23-Jul-2024,I,Cloud Computing,Cohort 3,Dr. Harun Mwikali,HealthTech,Active
