beneficiary_id,full_name,id_number,mobile,email_address,date_of_birth,gender,county,sub_county,ward,postal_address,registration_date,status,training_center,training_area,skill_category,training_status,completion_status
VOC-000099,JEBET DOROTHY KEBASO,21989814,+25411945106,jebet.kebaso@gmail.com,1998-03-13,F,Bungoma,Kabuchai,West Nalondo,"Plot 289, Lane 6, Thika Superhighway",06/24/2024,INACTIVE,Machakos Technical Institute,Catering,Hospitality,In Progress,Not Started
VOC-000100,WANJIRU SAIDIMU,58638387,077713302,wanjiru.saidimu@yahoo.com,1970-08-22,M,Kisumu,Kisumu Central,Market Milimani,"Plot 91, Lane 10, Westlands",27-05-2024,INACTIVE,Bomet Youth Polytechnic,Hairdressing,Digital,Enrolled,Completed
VOC-000101,VERONICA OKOTH MUMO,73245675,+25410135773,veronica.mumo@hotmail.com,1991-06-03,M,Mombasa,Jomvu,Mikindani,"Plot 364, Lane 11, Athi River",2023-09-25,ACTIVE,Nairobi Vocational Training Centre,Catering,Technical,Completed,Not Started
VOC-000102,MUTINDA GILBERT MUNYAO,35980604,+25476413943,mutinda.munyao@gmail.com,1969-02-23,M,Kiambu,Lari,Kamburu,"Plot 39, Lane 16, Waiyaki",25 Jan 2023,ACTIVE,Kilifi Institute,Catering,Technical,In Progress,Certified
VOC-000103,VERONICA MARGARET KAMAU,32280888,+25477634427,veronica.kamau@outlook.com,1998-12-17,F,Not Provided,Kisumu Central,NA,"House 109, Ngong Road Drive, Ruaraka",22-Feb-24,ACTIVE,Kitale Technical College,ICT,Digital,Enrolled,Not Started
VOC-000104,GAKII MUTWIRI,75051263,+25476514900,gakii.mutwiri@gmail.com,2000-10-25,F,Kakamega,Khwisero,Kisa West,"House 327, Argwings Kodhek Avenue, Limuru",2023-06-28,INACTIVE,Kilifi Institute,Electrical,Hospitality,Dropped Out,Completed
VOC-000105,PETER ZECHARIAH KIPNGETICH,37392666,+25410763753,Peter.kipngetich@gmail.com,1981-05-10,M,Nakuru,Naivasha,Maiella,"House 301, Tom Mboya Drive, Tom Mboya",24-08-2025,INACTIVE,Meru Vocational Centre,Metalwork,Hospitality,Completed,Certified
VOC-000106,FAITH MOSES RONO,46-953-423,+25479681456,faith.rono@gmail.com,1978-05-18,M,Nakuru,Nakuru Town East,Menengai,"House 318, Kikuyu Street, Kitisuru",17/09/2025,ACTIVE,Eldoret Polytechnic,Tailoring,Hospitality,In Progress,Completed
VOC-000107,MUENI KIARIE,27431021,+25478730870,mueni.kiarie@yahoo.com,1988-05-27,F,Nairobi,Dagoretti North,Kilimani,"Plot 92, Lane 15, Kenyatta",2023-03-16,ACTIVE,Kakamega Youth Polytechnic,Electrical,Digital,In Progress,Not Started
VOC-000108,DANIEL KARANJA,41908888,+25411702462,Daniel.karanja@outlook.com,1979-06-18,M,Bungoma,Sirisia,Lwandanyi,"House 404, Lavington Road, Lavington",29-Mar-2024,INACTIVE,Eldoret Polytechnic,Welding,Digital,In Progress,Certified
VOC-000109,OWUOR KIPKORIR,31465712,+25471263117,Owuor.kipkorir@gmail.com,1981-04-26,F,Kilifi,Ganze,Sokoke,"House 24, Karen Road, Kitisuru",11-May-2024,ACTIVE,Thika Technical Training Institute,Graphics Design,Digital,Dropped Out,Ongoing
VOC-000110,MUTHEU JONATHAN KIPRONO,73872605,25476825225,Mutheu.kiprono@gmail.com,1968-09-14,M,Meru,Central Imenti,Kathonzweni,"Plot 409, Lane 17, Kitisuru",2023-08-02,INACTIVE,Nairobi Vocational Training Centre,Graphics Design,Digital,Completed,Ongoing
VOC-000111,SUSAN AWITI RIMBERIA,30307931,+25477609085,susan.rimberia@gmail.com,1982-04-07,F,Bomet County,Konoin,Boito,"House 123, Thika Street, Kasarani",06-11-2023,INACTIVE,Kilifi Institute,Electrical,Hospitality,Completed,Not Started
VOC-000112,FLORENCE KIPROTICH,23346779,+254 751-665-82,Florence.kiprotich@outlook.com,1972-07-27,F,Meru,Buuri,Kibirichia,"Plot 251, Lane 19, Thika Superhighway",29-01-2025,ACTIVE,Thika Technical Training Institute,Graphics Design,Artisan,Enrolled,Certified
VOC-000113,AGNES MOHAMED,52881821,+25478222235,Agnes.mohamed@gmail.com,1983-12-16,F,Kisumu,Nyando,East Kano/Wawidhi,"House 378, Ngong Road Street, Kikuyu",03-Jun-23,INACTIVE,Bomet Youth Polytechnic,Metalwork,Technical,Completed,Ongoing
VOC-000114,ALEXANDER ODHIAMBO,50248639,+25477280463,Alexander.odhiambo@yahoo.com,1997-03-21,F,Nairobi,Dagoretti North,Kawangware,"Plot 45, Lane 19, Jogoo",16/05/2024,ACTIVE,Thika Technical Training Institute,Graphics Design,Hospitality,Dropped Out,Ongoing
VOC-000115,WAFULA KANANA KIARIE,4894-9856,+25479394097,Wafula.kiarie@gmail.com,1967-07-27,F,Nairobi,Dagoretti South,Waithaka,"House 409, Ruiru Road, Kileleshwa",01-Sep-2024,INACTIVE,Bomet Youth Polytechnic,Masonry,Technical,In Progress,Completed
VOC-000116,WANJIRU WACHRA,65938669,+25477498724,wanjiru.wachira@gmail.com,1994-04-23,M,Machakos,Machakos Town,Mua,"Plot 340, Lane 20, Kileleshwa",2024-08-05,ACTIVE,Nakuru Industrial Training Centre,Electrical,Technical,Dropped Out,Ongoing
VOC-000117,"OKELLO, KWAMBOKA ISAIAH",18234220,+25478547818,Kwamboka.okello@yahoo.com,1982-05-12,F,Meru,Tigania West,Kianjai,"Plot 21, Lane 11, Kikuyu",2024-07-08,INACTIVE,Thika Technical Training Institute,Electrical,Hospitality,In Progress,Completed
VOC-000118,PRISCILLA NDEGWA,35144726,+25411969354,Priscilla.ndegwa@gmail.com,1995-03-15,M,Nairobi,Dagoretti North,Kawangware,"Plot 136, Lane 16, Waiyaki",04-28-2023,ACTIVE,Nairobi Vocational Training Centre,Carpentry,Hospitality,Enrolled,Ongoing
VOC-000119,JUDITH KINYUA MATOKE,69444048,+25471211106,Judith.matoke@yahoo.com,1984-11-25,M,Nakuru,Bahati,Kabatini,"Plot 34, Lane 16, Kileleshwa",01-Aug-2024,INACTIVE,Mombasa Technical Institute,Graphics Design,Digital,In Progress,Ongoing
VOC-000120,MAINA GLADYS WANYOIKE,50880085,+25477445026,Maina.wanyoike@gmail.com,1986-11-15,F,Nyeri,Tetu,Aguthi/Gaaki,"Plot 235, Lane 20, Likoni",15/12/2024,INACTIVE,Thika Technical Training Institute,Masonry,Hospitality,In Progress,Certified
VOC-000121,RIMBERIA JANE MUTUA,17367600,+25477557102,Rimberia.mutua@hotmail.com,1977-09-23,F,Bomet,Sotik,Ndanai/Abosi,"Plot 238, Lane 9, Langata",2025-03-31,INACTIVE,Bomet Youth Polytechnic,Plumbing,Artisan,Enrolled,Ongoing
VOC-000122,MUENI MBAKA,30947020,+25471550651,mueni.mbaka@outlook.com,2001-12-08,F,Nakuru,Bahati,Bahati,"Plot 235, Lane 8, Lenana",17-07-2024,INACTIVE,Eldoret Polytechnic,Plumbing,Digital,Dropped Out,Certified
VOC-000123,KEBASO MATOKE,64943803,+25472475511,Kebaso.matoke@gmail.com,1973-06-03,F,Kisumu,Nyakach,South West Nyakach,"Plot 418, Lane 3, Ngong Road",29 Jun 2025,ACTIVE,Kisumu Youth Skills Centre,Electrical,Digital,Enrolled,Not Started
VOC-000124,VICTOR KEMUNTO CHEBET,55305628,+25475425042,victor.chebet@yahoo.com,1996-02-06,M,Trans Nzoia,Kiminini,Sirende,"House 457, Kileleshwa Street, Ngong Road",04-Sep-24,INACTIVE,Meru Vocational Centre,Graphics Design,Technical,In Progress,Not Started
VOC-000125,MOMANYI KIPRONO KENGA,34282303,+25474228822,Momanyi.kenga@gmail.com,1981-12-04,F,Meru,N/A,Antubetwe Kiongo,"Plot 401, Lane 11, Ruaraka",22/12/2025,ACTIVE,Kakamega Youth Polytechnic,Automotive,Artisan,Enrolled,Certified
VOC-000126,OMBATI BRIAN CHEPKORIR,70463012,+25472768968,Ombati.chepkorir@outlook.com,1964-07-15,M,Kiambu,Kabete,Muguga,"Plot 431, Lane 9, Limuru",10/19/2023,ACTIVE,Bomet Youth Polytechnic,Electrical,Artisan,In Progress,Certified
VOC-000127,KWAMBOKA KATUAA,41758221,Not Provided,Not Provided,2003-02-02,F,Not Provided,Soy,Moi's Bridge,"Plot 391, Lane 1, Juja",04-Jan-2025,INACTIVE,Machakos Technical Institute,Plumbing,Artisan,In Progress,Completed
VOC-000128,OMBATI NYAMBAEN,58 456 843,+25478623747,N/A,1983-05-23,M,Nairobi,Kasarani,Njiru,"Plot 50, Lane 11, Waiyaki",20 Sep 2024,INACTIVE,Kilifi Institute,Carpentry,Artisan,Enrolled,Certified
VOC-000129,KILONZO KIVUVA,67-385-857,+25410668304,Kilonzo@outlook.com,25-Jul-2002,male,Meru,North Imenti,Nyaki West,"House 207, Karen Drive, Lenana",03-Oct-2023,INACTIVE,Thika Technical Training Institute,Electrical,DIGITAL,Completed,Ongoing
VOC-000130,JOY RWERIA MAINA,45152963 ,N/A,joy.maina@gmail.com,1989-01-03,F,Turkana,Turkana North,Kaikor,"Plot 204, Lane 1, Langata",02-05-2023,INACTIVE,Bomet Youth Polytechnic,Metalwork,Hospitality,Dropped Out,Not Started
VOC-000131,ACHIENG MAUTWIRI,82929177,+25411956011,Achieng.mutwiri@gmail.com,2000-03-07,M,Uasin Gishu,Kesses,Racecourse,"Plot 31, Lane 1, Parklands",20250624,INACTIVE,Nakuru Industrial Training Centre,Masonry,Artisan,In Progress,Certified
VOC-000132,MWANGI OMONDI,91803127,+25410805706,Mwangi.omondi@gmail.com,1949-10-17,F,Machakos,Masinga,Kivaa,"Plot 230, Lane 15, Kileleshwa",08/16/2025,INACTIVE,Eldoret Polytechnic,Graphics Design,Digital,Dropped Out,Not Started
VOC-000133,KIPCHUMBA REBECCA MWAURA,18904455,+25470943883,Kipchumba.mwaura@gmail.com,1952-01-21,F,Nakuru,Rongai,Menengai West,"Plot 188, Lane 15, Ngong Road",2024-05-03,ACTIVE,Mombasa Technical Institute,Metalwork,Artisan,In Progress,Completed
VOC-000134,BRIDGET MUTHAMA,46879055,+25470409454,bridget.muthama@outlook.com,1972-11-08,F,Kilifi,Kilifi North,Dabaso,"Plot 463, Lane 2, Ngong Road",28-Mar-23,ACTIVE,Kilifi Institute,Carpentry,Technical,Dropped Out,Certified
VOC-000135,MBAKA BENJAMIN MWIRIGI,78387472,+25473186038,Mbaka.mwirigi@yahoo.com,2002-10-21,M,Kiambu,Limuru,Limuru Central,"House 164, Ruaraka Drive, Thika",19/12/2024,ACTIVE,Eldoret Polytechnic,Tailoring,Digital,Completed,Certified
VOC-000136,WAIRIMU NASHIPAE MWIRIGI,89576137,+25411440776,Wairimu.mwirigi@hotmail.com,1992-07-27,F,Meru,North Imenti,Nyaki West,"Plot 329, Lane 13, Kiambu",05-01-2024,ACTIVE,Kitale Technical College,Electrical,Artisan,In Progress,Not Started
VOC-000137,MOSES VINCENT CHEPKWONY,25673796,+25477627609,Moses.chepkwony@yahoo.com,1988-10-28,M,Kisumu,Kisumu West,North Kisumu,"House 92, Argwings Kodhek Road, Ruaraka",2025-01-18,INACTIVE,Kakamega Youth Polytechnic,Graphics Design,Hospitality,Dropped Out,Ongoing
VOC-000138,CAROLINE MWAKIIDEU,84618453,N/A,NA,1974-07-21,M,Meru,Not Provided,Antuamburi,"Plot 138, Lane 5, Jogoo",16/12/2023,ACTIVE,Kilifi Institute,Hairdressing,Artisan,In Progress,Completed
VOC-000139,LEAH SAIDIMU,13-619-039,+25475316099,leah.saidimu@yahoo.com,1990-10-14,M,Bungoma County,Kabuchai,Bwake/Luuya,"Plot 166, Lane 17, Ruaraka",2024-12-12,INACTIVE,Kisumu Youth Skills Centre,Plumbing,Hospitality,In Progress,Completed
VOC-000140,MARETE NJERI MOHAMED,87689671,+25478712808,Marete.mohamed@hotmail.com,1975-08-02,M,Nairobi,Dagoretti North,Kilimani,"House 273, Lenana Drive, Parklands",2024-02-02,INACTIVE,Nairobi Vocational Training Centre,Hairdressing,Digital,In Progress,Not Started
VOC-000141,KIPCHUMBA JACQUELINE OTIENO,12433447,+25475373477,jacqueline_kipchumba@hotmail.com,2000-09-02,M,Kilifi,Kaloleni,Mariakani,"Plot 62, Ln 16, Langata",17-May-24,INACTIVE,Kitale Technical College,Carpentry,ARTISAN,Enrolled,Not Started
VOC-000142,AUMA MUKHWANA,73575916,+25411613823,Auma.mukhwana@gmail.com,1971-12-19,F,Kiambu,Lari,Kijabe,"House 388, Tom Mboya Road, Outering",13-Jan-2025,ACTIVE,Thika Technical Training Institute,ICT,Digital,Completed,Not Started
VOC-000143,JONATHAN KENEI,88380820,+25410138382,Jonathan.kenei@gmail.com,1967-04-13,F,Kiambu,Limuru,Limuru East,"Plot 131, Lane 5, Lenana",04/10/2023,ACTIVE,N/A,Catering,Technical,Dropped Out,Completed
VOC-000144,WACHIRA SIMIU,74554953,+25475772280,wachira.simiyu@gmail.com,2005-07-03,M,Kiambu,Ruiru,Kahawa Sukari,"House 141, Langata Avenue, Ngong",11-Jan-24,INACTIVE,Kisumu Youth Skills Centre,Carpentry,Artisan,Dropped Out,Ongoing
VOC-000145,DEBORAH CHEPKIRUI,36304716,+25411497581,Deborah.chepkirui@gmail.com,1996-07-23,M,Kiambu,Kiambu,Riabai,"Plot 166, Lane 6, Garden Estate",16/03/2025,INACTIVE,Nakuru Industrial Training Centre,Tailoring,Digital,In Progress,Certified
VOC-000146,MUTWIRI OTIENO,79107561,+25471620529,Mutwiri.otieno@yahoo.com,1959-06-22,F,Kiambu,Limuru,Limuru East,"Plot 157, Lane 13, Outering",2024-10-02,INACTIVE,Eldoret Polytechnic,Welding,Hospitality,In Progress,Ongoing
VOC-000147,RONALD SENTEU,49075648,+25474536162,Ronald.senteu@outlook.com,1987-03-24,M,Nyeri,Othaya,Karima,"House 420, Mugumo Road, Likoni",2024-11-08,INACTIVE,Kilifi Institute,Metalwork,Digital,Completed,Ongoing
VOC-000148,ALEXANDER MWAKISHA,90783964,+25411610365,Not Provided,1977-12-22,F,Bomet,N/A,Singorwet,"Plot 70, Lane 4, Thika",Not Provided,ACTIVE,Eldoret Polytechnic,Masonry,Artisan,In Progress,Certified
VOC-000149,ZECHARIAH KILONZO,16927312,+25475874733,zechariah.kilonzo@hotmail.com,1999-07-14,M,Mombasa,Changamwe,Changamwe,"House 475, Likoni Road, Thika Superhighway",14 Jul 2024,ACTIVE,Machakos Technical Institute,Plumbing,Artisan,In Progress,Not Started
VOC-000150,ALICE RIMBERIA CHERONO,38673273,+25470421388,alice.cherono@gmail.com,NA,M,Nairobi,N/A,NA,"Plot 101, Lane 10, Mugumo",15-Feb-2023,INACTIVE,Meru Vocational Centre,Catering,Digital,Enrolled,Completed
VOC-000151,ANNA AKIYNI,28564520,+25471795029,Anna.akinyi@gmail.com,1989-12-23,M,Kilifi,Kilifi North,Dabaso,"Plot 308, Lane 17, Juja",01-08-2023,INACTIVE,Kakamega Youth Polytechnic,ICT,Hospitality,Enrolled,Certified
VOC-000152,WAFULA  MUMO,77177290,+25411139660,Wafula.mumo@gmail.com,1993-09-12,M,Bungoma,Sirisia,Namwela,"House 207, Outering Road, Uhuru",12-22-2025,INACTIVE,Nairobi Vocational Training Centre,Catering,Hospitality,Dropped Out,Not Started
VOC-000153,VICTOR KENEI,11789993,+25411863468,Victor.kenei@outlook.com,1993-08-17,M,Nakuru,Rongai,Soin,"Plot 374, Lane 15, Ngong",03/16/2024,ACTIVE,Kisumu Youth Skills Centre,Metalwork,Technical,Enrolled,Ongoing
VOC-000154,MUMO NAFULRA,71036929,+25478711931,Mumo.nafula@outlook.com,1978-05-02,M,Turkana,Turkana East,Lokichar,"Plot 224, Lane 4, Kangundo",29 Aug 2025,INACTIVE,Nairobi Vocational Training Centre,Automotive,Technical,Completed,Not Started
VOC-000155,JAMES KAMAU,77350535,+25475271774,James.kamau@yahoo.com,1983-01-08,F,Bungoma,Kanduyi,West Sang'alo,"House 26, Juja Street, Ruaraka",2023-04-05,ACTIVE,Nakuru Industrial Training Centre,Metalwork,Digital,Enrolled,Completed
VOC-000156,JOHN OSEBE,47756543,+25470282219,john.osebe@yahoo.com,1966-06-22,F,Bomet,Bomet Central,Silibwet Township,"Plot 38, Lane 17, Jogoo",2024-06-16,INACTIVE,Nakuru Industrial Training Centre,ICT,Digital,Enrolled,Completed
VOC-000157,ISAIAH MORAA NJUGUNA,30485751,+25472624900,i.njuguna@outlook.com,01-Jul-1988,Female,Mombasa,Kisauni,Mtopanga,"Plot 282, Ln 7, Likoni",20240401,INACTIVE,Nairobi Vocational Training Centre,Hairdressing,HOSPITALITY,Completed,Ongoing
VOC-000158,REBECCA OMAR,78683307 ,+25471894496,Rebecca.omar@gmail.com,1971-08-16,F,Trans Nzoia,Endebess,Matumbei,N/A,08-05-2025,ACTIVE,Bomet Youth Polytechnic,Welding,Digital,In Progress,Completed
VOC-000159,KASINA OWUOR KANAMPIU,70317901,+25472135399,kasina.kanampiu@hotmail.com,1987-10-27,F,Nyeri,Mukurweini,Mukurwe-ini West,"Plot 59, Lane 11, Kitisuru",2023-04-15,ACTIVE,Kisumu Youth Skills Centre,Welding,Digital,Completed,Ongoing
VOC-000160,KIPKEMBOI OUDYA,74642957,+25475540867,Kipkemboi87@gmail.com,13-07-1970,male,Nyeri,Mathira,Magutu,"HOUSE 60, KIKUYU AVENUE, JOGOO",07 Nov 2023,Active,Meru Vocational Centre,Masonry,TECHNICAL,Dropped Out,Completed
VOC-000161,AUMA NALIAKA NAMUKHULA,47871627,+25411716337,Auma.namukhula@outlook.com,1990-08-04,M,Nairobi,Westlands,Kitisuru,"Plot 28, Lane 5, Mombasa Road",31/03/2024,INACTIVE,Nakuru Industrial Training Centre,Plumbing,Technical,Completed,Certified
VOC-000162,NAIPANOI JOHN MBURU,88309134,+25477598165,Naipanoi.mburu@gmail.com,1990-09-06,M,Trans Nzoia,Endebess,Chepchoina,"House 273, Likoni Drive, Ruiru",2024-05-06,ACTIVE,Kilifi Institute,Carpentry,Artisan,Enrolled,Ongoing
VOC-000163,"MUGO, MOMANYI",75 453 166,+25477258279,momanyi.mugo@gmail.com,1965-02-12,M,Uasin Gishu,Kesses,Tulwet/Chuiyat,"House 412, Langata Avenue, Langata",08/16/2023,ACTIVE,Machakos Technical Institute,Plumbing,Technical,Completed,Certified
VOC-000164,MICHAEL MWINYI,87754278,+254 743-623-07,michael.mwinyi@yahoo.com,1988-06-20,M,MOMBASA,Likoni,Bofu,"House 69, Kileleshwa Street, Thika",26/10/2024,INACTIVE,Meru Vocational Centre,Carpentry,Digital,Enrolled,Certified
VOC-000165,WAFULA GLADYS WABOMBA,25012106,+254 751-794-18,w.wabomba@gmail.com,18-09-1983,M,TRANS NZOIA,ENDEBESS,ENDEBESS,"HOUSE 82, KILIMANI STREET, MOI AVENUE",01-24-2024,pending,Eldoret Polytechnic,ICT,DIGITAL,Completed,Ongoing
VOC-000166,CHERONO SIGEII,86140861,254 735 708 72,Cherono.sigei@gmail.com,1989-05-11,F,Kiambu,Ruiru,Gatong'ora,"Plot 373, Lane 13, River Road",10-04-2023,ACTIVE,Kilifi Institute,Plumbing,Technical,In Progress,Not Started
VOC-000167,OCHIENG RIMBERIA KEBASO,49953071,Not Provided,Ochieng.kebaso@gmail.com,1986-01-17,F,N/A,Kanduyi,Buokhwe,"Plot 76, Lane 8, Kiambu",04 Mar 2025,INACTIVE,Not Provided,Metalwork,Digital,In Progress,Not Started
VOC-000168,MWOROA NABEA BETT,49061399,+25474589123,Mworoa.bett@gmail.com,1980-06-10,M,Kiambu,Kabete,Muguga,"Plot 211, Lane 20, Garden Estate",2025-09-14,ACTIVE,Kitale Technical College,Masonry,Digital,Enrolled,Certified
VOC-000169,NANJALA MUKAMI KOECH,65945823,+25470461811,nanjala.koech@gmail.com,1992-10-14,F,Nakuru,Subukia,Kabazi,"Plot 70, Lane 11, Ruaraka",2025-02-21,ACTIVE,Kisumu Youth Skills Centre,Catering,Artisan,Completed,Certified
VOC-000170,CATHERINE KIVUVA,39161475,+25479787232,catherinekivuva@hotmail.com,11/01/1999,female,Kiambu,Ruiru,Kahawa Sukari,"HOUSE 52, LIKONI AVENUE, LIMURU",17/08/2025,inactive,Kitale Technical College,Tailoring,TECHNICAL,In Progress,Ongoing
VOC-000171,JEPKORIR OMAR,81833417,+25477827196,Jepkorir.omar@yahoo.com,1958-06-19,M,Trans Nzoia,Cherangany,Motosi,"House 445, Kilimani Avenue, Moi Avenue",05-15-2024,INACTIVE,Thika Technical Training Institute,Tailoring,Artisan,Completed,Completed
VOC-000172,NICHOLAS KENEII,26947996,+25470879381,Nicholas.kenei@hotmail.com,1983-12-24,M,Mombasa,Mvita,Mji wa Kale,"Plot 431, Lane 5, Juja",10 Nov 2023,INACTIVE,Kilifi Institute,Automotive,Technical,In Progress,Not Started
VOC-000173,ISAAC KASINA,51101764,+25474667234,Isaac.kasina@gmail.com,1974-05-07,M,Bungoma,Webuye East,Ndivisi,"Plot 411, Lane 12, River Road",19/12/2025,ACTIVE,Bomet Youth Polytechnic,Tailoring,Digital,In Progress,Completed
VOC-000174,NYABOKE ODUYA KETER, 54161644,+25410991683,Nyaboke.keter@gmail.com,1973-04-27,F,Turkana,Turkana West,Lopur,"House 21, Uhuru Road, Lenana",03-Mar-2023,ACTIVE,Kitale Technical College,Carpentry,Artisan,Dropped Out,Completed
VOC-000175,"NAMUKHULA, GRACE",76805175,+25471984855,namukhulagrace@outlook.com,13/01/1984,Male,Nairobi,Dagoretti North,N/A,"house 55, mugumo drive, moi avenue",2024-06-04,pending,Nakuru Industrial Training Centre,Tailoring,HOSPITALITY,In Progress,Certified
VOC-000176,KIPROTICH MUTHOKA KIPSANG,48080929,+25474384168,kiprotich.kipsang@gmail.com,1979-10-02,F,Kakamega,Ikolomani,Idakho East,"House 376, Kiambu Street, Westlands",10/01/2023,INACTIVE,Nakuru Industrial Training Centre,Welding,Hospitality,Enrolled,Not Started
VOC-000177,KALOKI KINYA KOECH,30641480,+25472124841,Kaloki.koech@outlook.com,2001-05-08,F,Bungoma,Sirisia,Namwela,"Plot 329, Lane 15, Uhuru",10/09/2024,ACTIVE,Bomet Youth Polytechnic,Automotive,Digital,In Progress,Not Started
VOC-000178,NABEA MBAKA,11089806,+25410203863,nabea.mbaka@gmail.com,1971-08-16,F,Machakos,Kathiani,Lower Kaewa/Iveti,"House 100, Outering Road, Ngong Road",12/08/2025,INACTIVE,Nakuru Industrial Training Centre,Masonry,Digital,Enrolled,Not Started
VOC-000179,SYOKAU KIPCHUMBA,95120667,+25477453007,Syokau.kipchumba@hotmail.com,2003-04-18,F,Nairobi,Kasarani,Ruai,"Plot 474, Lane 8, Kileleshwa",05 Mar 2023,INACTIVE,Bomet Youth Polytechnic,Tailoring,Technical,Dropped Out,Ongoing
VOC-000180,JEBIWOTT SHARON KENGA,45355912,+25474351287,Jebiwott.kenga@hotmail.com,1977-03-21,F,KISUMU,KISUMU WEST,NORTH KISUMU,"Plot 89, Lane 13, Kiambu",12-03-2025,ACTIVE,Thika Technical Training Institute,ICT,Digital,Completed,Certified
VOC-000181,SYOKAU KEBASO,19803499,+25477620121,Syokau.kebaso@gmail.com,1975-12-15,M,Kiambu,Kiambu,Kihara,"House 35, River Road Street, Kileleshwa",12/14/2024,INACTIVE,Bomet Youth Polytechnic,Welding,Technical,Dropped Out,Completed
VOC-000182,AGNES CHEPKIRUI CHERUIYOT,76761811,+25477849810,agnes.cheruiyot@gmail.com,1978-05-26,M,Meru,Igembe Central,Akachiu,"Plot 324, Lane 18, Mombasa Road",21-08-2024,ACTIVE,Eldoret Polytechnic,ICT,Hospitality,Completed,Certified
VOC-000183,WANJIRU MBAKA JUMA,60267929,+25476730011,wanjiru.juma@gmail.com,1978-05-07,F,Kiambu,Kabete,Kabete,"Plot 235, Lane 12, Ngong Road",17-Jan-2024,ACTIVE,Kitale Technical College,Welding,Digital,In Progress,Certified
VOC-000184,SARAH CHEPKIRUI,70613787,+25471293412,sarah.chepkirui@gmail.com,1976-12-02,M,Kilifi,Kilifi North,Matsangoni,"House 452, Limuru Avenue, Outering",18 Aug 2024,INACTIVE,Nairobi Vocational Training Centre,Graphics Design,Technical,In Progress,Ongoing
VOC-000185,SUSAN MBBAKA,77926594,+25410125157,susan.mbaka@yahoo.com,1967-07-02,F,Kiambu,Lari,Kamburu,"Plot 121, Lane 8, Thika",09/28/2025,INACTIVE,Kilifi Institute,Catering,Hospitality,Completed,Certified
VOC-000186,JANET ONGAYA,87036318,+25411447617,janet.ongaya@gmail.com,1984-05-06,F,Nairobi,Kibra,Makina,"Plot 323, Lane 6, Kilimani",08-Dec-23,ACTIVE,Nakuru Industrial Training Centre,Masonry,Technical,In Progress,Not Started
VOC-000187,MUEMA KIPCHUMBA MUNYORI,27976106,+25474234373,Muema.munyori@gmail.com,1972-03-15,F,Mombasa,Kisauni,Mtopanga,"House 85, Ngong Road Avenue, Kilimani",30 Apr 2023,ACTIVE,Kitale Technical College,Carpentry,Hospitality,Enrolled,Ongoing
VOC-000188,MWANIA JOEL TIMOTHY,75425092,+25411214695,joel.mwania@yahoo.com,1982-09-19,M,Mombasa,Likoni,Shika Adabu,"Plot 201, Lane 19, Kilimani",2025-09-09,INACTIVE,Kakamega Youth Polytechnic,Automotive,Technical,Enrolled,Ongoing
VOC-000189,JOSEPH OMBATI,69372702,+25479411217,N/A,1980-04-02,F,Nairobi,Dagoretti North,Kileleshwa,Not Provided,29/12/2024,INACTIVE,Mombasa Technical Institute,Graphics Design,Technical,Completed,Not Started
VOC-000190,PRISCILLA JUDITH MOKUA,12770043,+25411654310,P.mokua@gmail.com,1958-10-20,FEMALE,Machakos,Kathiani,Mitaboni,"Plot 360, Lane 16, River Road",08/19/2023,ACTIVE,Nairobi Vocational Training Centre,Tailoring,DIGITAL,Enrolled,Completed
VOC-000191,KIPNGETICH OKOTH WACHIRA,47359725,+25475132850,N/A,1960-05-28,M,Kilifi,NA,Garashi,N/A,01/06/2025,ACTIVE,Mombasa Technical Institute,Carpentry,Artisan,Enrolled,Completed
VOC-000192,KIPKOECH JEBET,66912106,+25474120415,k.j@outlook.com,19/09/1999,FEMALE,Nairobi,Kibra,Laini Saba,"Plot 297, Lane 4, Lenana",2024-10-07,INACTIVE,Thika Technical Training Institute,Masonry,ARTISAN,Enrolled,Certified
VOC-000193,MARK OTIENO MITEI,20525655,+25476793756,Mark.mitei@gmail.com,1961-05-22,F,Bungoma,Sirisia,Lwandanyi,"Plot 466, Lane 2, Karen",25/12/2025,ACTIVE,Mombasa Technical Institute,Hairdressing,Hospitality,Dropped Out,Not Started
