beneficiary_id,full_name,national_id,phone_number,email,date_of_birth,gender,county,sub_county,ward,address,registration_date,status,school_name,education_level,course,scholarship_amount,academic_year
SCH-000107,DANIEL NASIMIYU,13247865,011279502,daniel.nasimiyu@outlook.com,2003-12-28,Male,Kakamega,Ikolomani,Idakho Central,"Plot 81, Lane 1, Kileleshwa",02-27-2022,Active,Kenya Methodist University,Secondary,Information Technology,159827,2024/2025
SCH-000108,Esther Chepnngeno,73541657,071439184,esther.chepngeno@hotmail.com,1959-08-09,Male,Kisumu,Kisumu West,Central Kisumu,"House 75, Uhuru Road, Kasarani",29-Oct-23,Pending,Mang'u High School,Diploma,Business,230735,2023/2024
SCH-000109,Syombua Wangari,65459928,079933317,syombuawangari@gmail.com,06-May-2005,F,Machakos,Kathiani,Lower Kaewa/Iveti,"Plot 217, Ln 3, Kilimani",2025-05-27,ACTIVE,Eldoret National Polytechnic,UNDERGRADUATE,Agriculture,139354,2025-2026
SCH-000110,Monica Muema Mwakisha,34827279,074522441,monica.mwakisha@outlook.com,1983-10-28,Female,Kiambu,Lari,Kamburu,"House 317, Ngong Drive, Thika Superhighway",2024-08-08,Inactive,Lenana School,Diploma,Journalism,310186,2022/2023
SCH-000111,Nduku  Kiprono,84965763,011664153,nduku.kiprono@gmail.com,1954-07-20,Male,Bungoma,Kabuchai,Mukuyuni,"Plot 13, Lane 19, Kitisuru",2024-10-24,Inactive,Eldoret National Polytechnic,Secondary,Economics,280417,2025/2026
SCH-000112,Brenda Bett,64215650,077775156,brenda.bett@gmail.com,1990-11-15,Female,Machakos,Matungulu,Matungulu West,"Plot 44, Lane 11, Waiyaki",22/08/2022,Active,Egerton University,Diploma,Computer Science,436495,2025/2026
SCH-000113,Nyaboke Kangogo,16606138,073520055,nyaboke.kangogo@yahoo.com,1977-07-27,Male,Bomet,Konoin,Embomos,"House 299, Westlands Drive, Lavington",16/11/2025,Pending,University of Nairobi,Secondary,Law,362283,2025/2026
SCH-000114,Mercy Kemei,49-353-426,074553570,mercy.kemei@gmail.com,1981-10-01,Female,Nairobi,Westlands,Kangemi,"Plot 447, Lane 17, Waiyaki",10-08-2025,Active,Kenya Methodist University,Certificate,Civil Engineering,212150,2025/2026
SCH-000115,Atieno Chepngeno Wambugu,57967465,072155457,atieno.wambugu@gmail.com,1998-06-02,Male,Kiambu,Githunguri,Githiga,"House 393, Outering Road, Ngong",2025-02-18,Pending,University of Nairobi,Undergraduate,Accounting,301914,2023/2024
SCH-000116,Kagwiria Syombua Kiarie,84608123,075978390,kagwiria.kiarie@outlook.com,08-01-1952,MALE,Machakos,Matungulu,Tala,"PLOT 430, LANE 9, JOGOO",18/04/2022,A,Starehe Boys Centre,SECONDARY,Public Health,281931,2022–2023
SCH-000117,Nabea Kiprono,40061384,073758071,kiprono.nabea@outlook.com,1959-11-27,Female,Kilifi,Kaloleni,Mariakani,"Plot 233, Lane 15, Kileleshwa",07/05/2022,Inactive,Mang'u High School,Undergraduate,Business,301941,2024/2025
SCH-000118,Chepkoech Mutua Mwakisha,45064728,011834815,chepkoech.mwakisha@gmail.com,1993-01-11,Male,TURKANA,Turkana West,Kalobeyei,"House 386, Kiambu Drive, Ruaraka",03/16/2024,Inactive,Mount Kenya University,Postgraduate,Information Technology,197654,2023/2024
SCH-000119,Veronica Okoth Mumo,73245675,010135773,veronica.mumo@hotmail.com,1991-06-03,Male,Mombasa,Jomvu,Mikindani,"Plot 304, Lane 9, Kasarani",20250418,Active,Rift Valley Institute,Diploma,Economics,176249,2024/2025
SCH-000120,Mumo Musyoka,26309371,011668328,mumo.musyoka@gmail.com,1971-05-04,Male,Kilifi,Malindi,Shella,"Plot 120, Lane 13, Kiambu Road",20250924,Inactive,Mang'u High School,Certificate,Nursing,123797,2023/2024
SCH-000121,Okoth Kiarie,60635121,076424121,okoth.kiarie@hotmail.com,2002-06-03,Female,Turkana,Loima,Loima,"Plot 409, Lane 5, Likoni",21-Jun-25,Active,Moi University,Postgraduate,Civil Engineering,387778,2023/2024
SCH-000122,Awiti Owuur,23582811,011922076,awiti.owuor@hotmail.com,1966-06-03,Male,Bungoma,Kimilili,Kimilili,"House 76, Kileleshwa Street, Kitisuru",27 Aug 2025,Pending,Lenana School,Diploma,Journalism,461610,2023/2024
SCH-000123,Sharon Monica Nasimiyu,36261929,+254 738 146 22,nasimiyusharon@yahoo.com,10-11-1995,male,Trans Nzoia,Kiminini,Waitaluk,House 314 Parklands Drive Mugumo,05-Jan-25,INACTIVE,Prestige Academy,POSTGRADUATE,Civil Engineering,194893,2023- 2024
SCH-000124,Ndunge Naisula Maina,41713949,076776758,ndunge.maina@gmail.com,1990-06-04,Male,NULL,Kisauni,Bamburi,,06/22/2023,Pending,Mount Kenya University,NULL,Education,343337,2024/2025
SCH-000125,Lilian Allan Ndegwa,61321020,078771709,lilian.ndegwa@outlook.com,1987-01-08,Female,Nairobi,Westlands,Kangemi,"Plot 388, Lane 3, Uhuru",2025-03-20,Active,Kabianga High School,Undergraduate,Social Work,140468,2022/2023
SCH-000126,Caroline Gilbert Kebaso,56678696,070 331 140,caroline.kebaso@yahoo.com,1990-12-28,Male,Bungoma,Sirisia,Malakisi/South Kulisiru,"Plot 219, Lane 1, Ngong",2022-08-19,Inactive,University of Nairobi,Secondary,Business,98528,2025/2026
SCH-000127,Jepchumba Andrew Macharia,97764898,073877165,jepchumba.macharia@gmail.com,1990-09-08,Female,Kiambu,Kabete,Gitaru,"Plot 387, Lane 13, Likoni",2025-09-28,Pending,Lenana School,Certificate,Information Technology,277943,2022/2023
SCH-000128,Alexander Kosgei,66806940,074235134,alexander.kosgei@gmail.com,1970-11-18,Male,Machakos,Machakos Town,Kola,"House 126, Uhuru Road, Ngong",2025-11-06,Active,Kenya High School,Diploma,Agriculture,319552,2024/2025
SCH-000129,Kimani Mark Jepkoech,72553771,011647751,kimani.jepkoech@hotmail.com,1963-09-27,Female,Kilifi,Kilifi North,Mnarani,"Plot 135, Lane 6, Ngong Road",30-Jan-25,Pending,Alliance High School,Diploma,Law,312514,2022/2023
SCH-000130,Gladys Mwakiddeu,19607241,071695551,gladys.mwakideu@outlook.com,1960-02-17,Female,Kiambu,Kikuyu,Kinoo,"Plot 261, Lane 10, Lavington",15/07/2022,Active,Starehe Boys Centre,Undergraduate,Education,222121,2024/2025
SCH-000131,Judith Mwangi Achieng, 25861239,NULL,judith.achieng@outlook.com,1976-04-22,Male,Uasin Gishu,Kapseret,Ngeria,,02-03-2023,Inactive,Kenya Methodist University,Postgraduate,Education,231225,2022/2023
SCH-000132,Onsongo Mbuthia,48019794,070825305,onsongo.mbuthia@gmail.com,1988-12-13,Male,Kakamega,Mumias East,Malaha/Isongo/Masindi,"House 187, Juja Road, River Road",03-Nov-2025,Pending,Kenya Methodist University,Undergraduate,Nursing,311692,2022/2023
SCH-000133,Malachi Wambugu Kimani,72282219,073471130,malachi.kimani@outlook.com,1990-05-17,Female,Turkana,Turkana North,Kibish,"House 328, Kiambu Road Street, Ruaraka",12-Apr-2023,Inactive,Mount Kenya University,Secondary,Accounting,231871,2024/2025
SCH-000134,Kamau Mwania,92450997,070930758,kamau.mwania@outlook.com,1965-01-20,Female,Bungoma,Webuye West,Matulo,"Plot 360, Lane 1, Waiyaki",11-12-2022,Inactive,Lenana School,Postgraduate,Accounting,200717,2025/2026
SCH-000135,Oduya Mutwiri Mutai,68256986,073495438,oduya.mutai@yahoo.com,1997-06-15,Male,Bungoma,Webuye East,Mihuu,"House 193, Juja Avenue, Lavington",2025-10-07,Pending,Strathmore University,Postgraduate,Architecture,405721,2023/2024
SCH-000136,Peace Chepkirusi,65796147,074566657,peace.chepkirui@outlook.com,1952-04-03,Male,Trans Nzoia,Saboti,Kinyoro,"House 117, Likoni Avenue, Outering",2025-03-22,Inactive,Kabianga High School,Postgraduate,Journalism,311849,2023/2024
SCH-000137,James Musyoka Kioko,32638266,079228873,james.kioko@gmail.com,1997-01-20,Male,Turkana,Turkana Central,Kalokol,"Plot 318, Lane 8, Mugumo",17-06-2022,Pending,Maseno University,Certificate,Journalism,135041,2025/2026
SCH-000138,Gichuru Muutua,97671253,010451240,gichuru.mutua@gmail.com,2004-06-15,Male,NULL,Turbo,NULL,"House 33, Ruiru Avenue, Kikuyu",N/A,Pending,Maseno School,Undergraduate,Accounting,127880,2024/2025
SCH-000139,Janet Kipchirchir Ombati,47411802,079323096,N/A,1999-06-22,Male,Machakos,Yatta,Matuu,"Plot 480, Lane 1, Moi Avenue",11-10-2022,Inactive,Eldoret National Polytechnic,Secondary,Computer Science,120494,2024/2025
SCH-000140,Jepkorir Wanjohi,54596393,010628785,jepkorir.wanjohi@hotmail.com,1997-01-09,Female,Machakos,Mavoko,Muthwani,"House 17, Kiambu Street, Mugumo",09/14/2022,Inactive,University of Nairobi,Undergraduate,Social Work,135740,2024/2025
SCH-000141,Martin Zephaniah Kasina,11502306,079833203,martin.kasina@yahoo.com,1979-07-27,Female,Nakuru,Bahati,Bahati,"Plot 238, Lane 19, Mugumo",2025-08-26,Active,Green Garden Academy,Certificate,Business,311283,2023/2024
SCH-000142,Gladys Oseko,86849735,070918880,gladys.oseko@outlook.com,2005-04-18,Female,Bungoma,Webuye East,Maraka,"House 236, Juja Road, Kasarani",2022-03-04,Inactive,Moi University,Diploma,Education,155391,2023/2024
SCH-000143,Paul Onyango,87918067,072317975,paul.onyango@yahoo.com,2002-03-07,Male,Mombasa,Kisauni,Mjambere,"Plot 408, Lane 1, Mombasa Road",02/16/2024,Pending,Strathmore University,Diploma,Information Technology,153323,2025/2026
SCH-000144,Elizabeth Karaanja,54988861,079791567,elizabeth.karanja@hotmail.com,N/A,Female,Kakamega,Butere,Marama South,NULL,01/07/2022,N/A,Moi University,Undergraduate,Medicine,242277,2022/2023
SCH-000145,Dorothy Mutisya Kagwe,28-067-677,011207321,dorothy.kagwe@gmail.com,1971-01-18,Female,MOMBASA,NYALI,KONGOWEA,"Plot 338, Lane 4, Ngong Road",28/12/2022,Pending,Kenyatta University,Certificate,Agriculture,393922,2023/2024
SCH-000146,Ann Leah Awino,21410295,077171388,annawino@gmail.com,24-10-1978,MALE,Kiambu,Limuru,Ndeiya,"Plot 185, Ln 10, Kasarani",01/30/2024,ACTIVE,Maseno School,UNDERGRADUATE,Accounting,418508,2025 / 2026
SCH-000147,Agnes Samuel Mutai,26396664,071183123,agnes.mutai@hotmail.com,1996-08-28,Male,,NULL,Gatina,"Plot 58, Lane 4, Kenyatta",2023-08-14,Pending,,Secondary,Economics,121983,2025/2026
SCH-000148,Gladys Kinyya,78628629,070686674,gladys.kinya@outlook.com,1993-07-28,Female,Kakamega,Khwisero,Kisa Central,"Plot 293, Lane 1, Tom Mboya",03-06-2025,Inactive,Maranda High School,Secondary,Agriculture,142052,2023/2024
SCH-000149,Ongeri Wambui,61901085,076510420,wambuiongeri@yahoo.com,13 Oct 1971,Male,Nairobi,Dagoretti North,Kileleshwa,House 465 Waiyaki Road Westlands,29-Jun-2022,ACTIVE,Maseno University,UNDERGRADUATE,Business,350046,2024- 2025
SCH-000150,Charity Anyango Cherono,98988209,070314860,charity.cherono@yahoo.com,1982-08-11,Male,Kisumu,Kisumu East,Manyatta 'B',"Plot 313, Lane 7, Tom Mboya",2023-04-05,Inactive,Kenyatta University,Undergraduate,Agriculture,92326,2024/2025
SCH-000151,Senteu Mwango,95430630,070440398,senteu.mwango@gmail.com,1997-02-15,Male,Nairobi,Westlands,Kitisuru,"House 108, Jogoo Road, River Road",2025-05-19,Inactive,Kenyatta University,Postgraduate,Public Health,163847,2022/2023
SCH-000152,Thomas Mukhwana Kipkorir,45212476,010613261,thomas.kipkorir@yahoo.com,1980-10-13,Male,Uasin Gishu,Moiben,Kimumu,"House 417, Athi River Avenue, Kikuyu",03/31/2023,Active,Mount Kenya University,Diploma,Accounting,200886,2022/2023
SCH-000153,Charity Joshua Muriuki,76161613 ,071775206,charity.muriuki@outlook.com,1966-09-25,Female,Kakamega,Lugari,Manda/Shivanga,"Plot 297, Lane 20, Athi River",18/05/2023,Pending,Kenya High School,Certificate,Agriculture,310281,2023/2024
SCH-000154,Anna Gikonyo,37868462,077423284,anna.gikonyo@gmail.com,1955-11-10,Female,Kilifi,Malindi,Shella,"House 428, Lavington Street, Karen",10/05/2025,Pending,Maseno University,Diploma,Civil Engineering,107920,2022/2023
SCH-000155,Mogaka Mhoamed,29263249,070541373,mogaka.mohamed@gmail.com,1998-05-19,Male,Kakamega,Lugari,Chekalini,"Plot 384, Lane 18, Tom Mboya",28-Jan-2024,Pending,Lenana School,Diploma,Agriculture,291849,2023/2024
SCH-000156,Ondieki Kathure Ongaya,88 298 796,070320888,NULL,1989-10-11,Female,N/A,Kiambu,Kihara,"Plot 231, Lane 4, Mombasa Road",06-24-2024,Inactive,Egerton University,Certificate,Agriculture,298378,2024/2025
SCH-000157,Faith Nasimiyu Kipaati,49399106,076835303,faith.kipaati@gmail.com,2002-09-15,Male,Uasin Gishu,Kapseret,Langas,"House 123, Likoni Road, Langata",26/09/2024,Inactive,Maranda High School,Secondary,Economics,341706,2023/2024
SCH-000158,Kinyua Kemei,NULL,072747228,kinyua.kemei@gmail.com,1981-07-12,Male,Kakamega,Matungu,Mayoni,"House 221, Athi River Drive, Kitisuru",09/08/2024,Active,Alliance High School,Secondary,Agriculture,293494,2024/2025
SCH-000159,Florence Mutwiri Kiarie,28327026,077986319,florence.kiarie@hotmail.com,2006-09-05,Male,Kiambu,Kabete,Muguga,"Plot 86, Lane 8, Kilimani",28-May-23,Active,Kenya High School,Postgraduate,Social Work,207194,2022/2023
SCH-000160,James Onsongo,91170992,078309776,james.onsongo@outlook.com,2000-10-20,Female,Nairobi,Kasarani,Clay City,"Plot 410, Lane 8, Thika Superhighway",01-04-2022,Active,Coast Institute of Technology,Secondary,Computer Science,114163,2025/2026
SCH-000161,Zechariah Mutisya Nafula,55936943,070210366,zechariah.nafula@gmail.com,1981-04-07,Male,Bomet,Bomet Central,Silibwet Township,"Plot 236, Lane 14, Lavington",20240602,Inactive,Maseno School,Postgraduate,Law,253492,2025/2026
SCH-000162,Kioko Kiprono,41759505,070188062,kioko.kiprono@outlook.com,1978-12-16,Female,Nairobi County,Kibra,Makina,"House 348, Kenyatta Road, Lenana",2023-06-14,Active,Green Garden Academy,Diploma,Education,402727,2024/2025
SCH-000163,M. Ombati,10641625,011512776,mueni.ombati@gmail.com,1975-11-14,Male,Kilifi,Magarini,Garashi,"Plot 306, Lane 17, Outering",12/30/2023,Active,Maseno University,Undergraduate,Business,91784,2024/2025
SCH-000164,Peter Kioko,40809400,010414253,peter14@gmail.com,04/23/2001,MALE,Machakos,Matungulu,Tala,"PLOT 279, LANE 13, MOI AVENUE",19-May-2023,Pending,Kenya High School,UNDERGRADUATE,Journalism,279776,2023–2024
SCH-000165,Aaron Langat,40930568,076624867,aaron.langat@gmail.com,1995-05-22,Female,Nakuru,Kuresoi South,Amalo,"House 477, Kitisuru Street, River Road",26-Jul-2022,Active,Eldoret National Polytechnic,Diploma,Law,315728,2025/2026
SCH-000166,Sharon Musyimi,80957420,076767725,sharon.musyimi@yahoo.com,2005-08-08,Male,Kilifi,Kaloleni,Kaloleni,"House 160, Athi River Drive, Ruiru",28/03/2022,Pending,Eldoret National Polytechnic,Undergraduate,Public Health,286438,2023/2024
SCH-000167,Kipsang Kwamboka Munyori,99899818,074898754,kipsang.munyori@gmail.com,2005-04-13,Male,Kiambu,Githunguri,Githiga,"Plot 401, Lane 6, Kangundo",2024-12-16,Inactive,Kenya High School,Certificate,Agriculture,319803,2025/2026
SCH-000168,Syokau Lubanga,95624361,075157975,syokau.lubanga@gmail.com,1984-07-02,Male,Kiambu,Kikuyu,Kinoo,"House 310, Jogoo Street, Mugumo",11/02/2024,Inactive,Coast Institute of Technology,Postgraduate,Civil Engineering,112603,2024/2025
SCH-000169,Kamau Kinyua,56594543,+25476335570,kamau@outlook.com,19560314,M,Mombasa,Kisauni,Mwakirunge,"plot 229, lane 18, waiyaki",2024-06-16,Pending,St. Joseph's School,UNDERGRADUATE,Business,307349,2025 /2026
SCH-000170,KIPKORIR MWIKALI WACHIRA,53699242,075511921,k.w@yahoo.com,1947-12-06,Female,Kiambu,Kabete,Gitaru,"Plot 270, Lane 10, Moi Avenue",2022-12-19,Pending,Kenya Methodist University,Diploma,Medicine,310611,2023/2024
SCH-000171,KIPCHIRCHIR NABEA NAMUKHULA,45488502,071974489,kipchirchir.namukhula@outlook.com,1989-07-02,Female,Kisumu,Seme,West Seme,"Plot 306, Lane 1, Outering",16/02/2024,Active,University of Nairobi,Undergraduate,Education,103683,2022/2023
SCH-000172,Muthaa Namukhula Kipkemoi,44845000,077948171,muthaa.kipkemoi@yahoo.com,1999-05-15,Male,Nairobi,Dagoretti North,Gatina,"Plot 243, Lane 2, Likoni",19-Nov-25,Active,Egerton University,Diploma,Law,188571,2024/2025
SCH-000173,Akinyi Nduku Ojwang,61923115,079489771,akinyi.ojwang@outlook.com,1963-08-24,Male,,Buuri,Ruiri/Rwarera,"Plot 374, Lane 18, Kiambu Road",2023-01-23,Inactive,Egerton University,Secondary,Social Work,168535,2022/2023
SCH-000174,Gathoni Bett,71524281,072589739,gathoni.bett@gmail.com,2003-05-21,Male,Machakos,Machakos Town,Mutituni,"Plot 406, Lane 20, Parklands",2025-11-06,Inactive,Maseno University,Diploma,Journalism,155611,2022/2023
SCH-000175,Michael Nafuula,30833313,075487754,michael.nafula@yahoo.com,1970-10-06,Male,Turkana,Turkana North,Kaikor,"House 41, Waiyaki Avenue, Jogoo",20241024,Pending,Moi High School Kabarak,Certificate,Social Work,249169,2025/2026
SCH-000176,Jepchumba Kagwe,90233459,078570750,jepchumba.kagwe@outlook.com,2004-11-10,Male,Machakos,Kathiani,Upper Kaewa/Iveti,"House 312, Westlands Road, River Road",2024-07-14,Active,,Secondary,Nursing,351244,2023/2024
SCH-000177,Chepngeno Awuor,86515426,010561815,chepngeno.awuor@outlook.com,2004-06-08,Female,Kilifi,Kilifi South,Junju,"Plot 169, Lane 17, Limuru",22-Mar-2023,Inactive,Prestige Academy,Postgraduate,Medicine,132503,2025/2026
SCH-000178,Thomas Kimutai,54 952 046,010552001,thomas.kimutai@gmail.com,2003-07-28,Male,Nairobi,Dagoretti South,Mutuini,"Plot 429, Lane 17, Jogoo",13-09-2025,Inactive,Kenyatta University,Certificate,Architecture,65478,2025/2026
SCH-000179,Cynthia Kioko,76 738 801,079250542,cynthia.kioko@gmail.com,1983-12-23,Male,Kisumu,Nyando,Kabonyo/Kanyagwal,"House 310, Tom Mboya Road, Kilimani",13/06/2023,Pending,Kenya High School,Diploma,Medicine,141528,2024/2025
SCH-000180,Mumo Nafula,71036929,078711931,mumo.nafula@outlook.com,1978-05-02,Male,Turkana,Turkana East,Lokichar,"Plot 224, Lane 4, Kangundo",25-Sep-2025,Active,Moi High School Kabarak,Secondary,Civil Engineering,423653,2023/2024
SCH-000181,Wangeci Anthony Oseko,23329586,074925417,wangeci.oseko@gmail.com,1952-01-26,Male,Kiambu,Lari,Kinale,"House 457, Ruaraka Street, Waiyaki",04/05/2024,Active,,Postgraduate,Education,169814,2025/2026
SCH-000182,Awino Kipchircir,77409527,079531225,awino.kipchirchir@gmail.com,1948-03-18,Male,Turkana,Turkana Central,Kalokol,"Plot 411, Lane 11, Jogoo",19/01/2024,Pending,St. Joseph's School,Postgraduate,Public Health,135285,2025/2026
SCH-000183,Thomas Kiamenyi,25041051,078557735,thomas.kaimenyi@gmail.com,1986-02-24,Male,Uasin Gishu,Moiben,Moiben,"House 361, Kangundo Drive, Limuru",17/04/2025,Inactive,Maseno University,Secondary,Accounting,252471,2022/2023
SCH-000184,Mumo Kajwe,36971737,074794650,mumo.kagwe@gmail.com,1992-08-10,Male,Kakamega,Ikolomani,Idakho Central,"House 478, Tom Mboya Street, Kiambu Road",05/05/2022,Pending,Moi University,Certificate,Architecture,340961,2022/2023
SCH-000185,Nokun Macharia,70098447,075531935,nokun.macharia@gmail.com,1980-05-27,Female,Kakamega,Mumias East,Malaha/Isongo/Masindi,"Plot 157, Lane 12, Kenyatta",19-08-2024,Pending,Prestige Academy,Certificate,Education,396313,2025/2026
SCH-000186,Anna Ndewga,72040483,010607389,anna.ndegwa@gmail.com,1993-05-03,Female,Turkana,Turkana North,Kibish,"House 453, Kilimani Road, Kenyatta",06/07/2023,Pending,JKUAT,Diploma,Journalism,235347,2023/2024
SCH-000187,Wairimu Jeremiah Ali,14874387,072915390,wairimu.ali@gmail.com,1992-06-28,Female,Nakuru,Nakuru Town East,Biashara,"House 325, Jogoo Street, Garden Estate",14-Apr-24,Active,Mount Kenya University,Postgraduate,Nursing,201847,2024/2025
SCH-000188,Christopher Kebaso,18343342,071490678,christopher.kebaso@yahoo.com,2003-07-16,Male,Nairobi,Lang'ata,Mugumu-ini,"Plot 303, Lane 13, Kiambu Road",24/01/2022,Active,Mount Kenya University,Postgraduate,Journalism,188308,2023/2024
SCH-000189,Jane David Lubanga,,077549906,jane.lubanga@hotmail.com,,Male,Meru,Buuri,Ruiri/Rwarera,"House 323, Tom Mboya Drive, Uhuru",2022-01-19,Pending,Maseno University,Undergraduate,Civil Engineering,303579,2025/2026
SCH-000190,HANNAH KIPSANG,16952045,071269653,hannah.kipsang@gmail.com,2006-07-24,Male,Kiambu,Limuru,Limuru Central,"Plot 219, Lane 11, Kilimani",24-Jul-2025,Inactive,Prestige Academy,Undergraduate,Medicine,141005,2025/2026
SCH-000191,Rweria Okoth Nduku,42056846,078926925,rweria.nduku@hotmail.com,2002-05-20,Female,N/A,TURKANA EAST,LOKICHAR,NULL,2022-09-30,Pending,,Undergraduate,Engineering,211398,2022/2023
SCH-000192,Wangari Wanjala,95667481,075324793,wangari.wanjala@gmail.com,1967-06-20,Female,Trans Nzoia,Saboti,Machewa,"Plot 174, Lane 9, Athi River",2023-05-12,Inactive,Kenya Methodist University,Diploma,Information Technology,373623,2022/2023
SCH-000193,Kiprotich Kasina Wamalwa,22343983,075842479,kiprotich.wamalwa@yahoo.com,1994-08-14,Male,Mombasa,Nyali,Ziwa la Ng'ombe,"Plot 8, Lane 2, Lavington",25/11/2025,Active,Lenana School,Certificate,Computer Science,188492,2025/2026
SCH-000194,Janet Matthew Okello,16944370,077752944,janet.okello@gmail.com,1989-04-04,Male,Turkana,Turkana South,Kalamon,"House 44, Ngong Avenue, Jogoo",27 Feb 2025,Inactive,Moi High School Kabarak,Postgraduate,Civil Engineering,168209,2022/2023
SCH-000195,Kagendo Kebaso,78946993,010541766,kagendo.kebaso@gmail.com,2006-01-17,Female,Kisumu,Kisumu Central,Nyalenda 'B',"House 262, Kenyatta Drive, Kitisuru",11/24/2024,Pending,JKUAT,Secondary,Engineering,268371,2022/2023
SCH-000196,Kagendo Cherpkorir,68670156,076227862,kagendo_chepkorir@hotmail.com,08-10-1989,F,Nairobi,Dagoretti North,Kileleshwa,Plot452Lane3Lenana,2022-12-28,active,Lenana School,CERTIFICATE,Social Work,413793,2024–2025
SCH-000197,Nafula Jepkoech,40954066,011410968,njepkoech@yahoo.com,14 Aug 1990,Female,Kilifi,Kilifi South,Shimo la Tewa,"Plot 260, Lane 10, Moi Avenue",29-09-2023,A,Prestige Academy,DIPLOMA,Information Technology,343921,2025 / 2026
